#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021342  0.376579  0.003497
     911  0.021413  0.377549  0.003487
     921  0.021366  0.378346  0.003481
     931  0.021362  0.379252  0.003472
     941  0.021337  0.380197  0.003461
     951  0.021568  0.381138  0.003454
     961  0.021844  0.382130  0.003453
     971  0.022030  0.383423  0.003452
     981  0.022047  0.384753  0.003449
     991  0.021925  0.385881  0.003445
     901  0.060826  0.435655  0.044545
     911  0.060550  0.435269  0.044618
     921  0.060737  0.434950  0.044693
     931  0.060837  0.434717  0.044777
     941  0.060661  0.434516  0.044813
     951  0.060759  0.434493  0.044816
     961  0.061034  0.434729  0.044793
     971  0.061259  0.435091  0.044758
     981  0.061475  0.435505  0.044723
     991  0.061767  0.435963  0.044694
    2701  0.197007  0.660306  0.012433
    2711  0.196992  0.660300  0.012442
    2721  0.196959  0.660294  0.012450
    2731  0.196891  0.660287  0.012461
    2741  0.196860  0.660279  0.012473
    2751  0.196777  0.660269  0.012491
    2761  0.196658  0.660256  0.012516
    2771  0.196545  0.660240  0.012546
    2781  0.196439  0.660223  0.012580
    2791  0.196337  0.660205  0.012617
    2801  0.196223  0.660187  0.012652
    2811  0.196143  0.660170  0.012687
    2821  0.196069  0.660152  0.012722
    2831  0.196085  0.660135  0.012756
    2841  0.196143  0.660119  0.012787
    2851  0.196195  0.660105  0.012816
    2861  0.196268  0.660091  0.012843
    2871  0.196307  0.660079  0.012869
    2881  0.196335  0.660068  0.012892
    2891  0.196390  0.660057  0.012914
    2901  0.196415  0.660047  0.012935
    2911  0.196418  0.660038  0.012955
    2921  0.196440  0.660030  0.012973
    2931  0.196420  0.660022  0.012989
    2941  0.196414  0.660015  0.013003
    2951  0.196409  0.660009  0.013016
    2961  0.196365  0.660003  0.013030
    2971  0.196336  0.659996  0.013044
    2981  0.196274  0.659990  0.013056
    2991  0.196206  0.659984  0.013068
