#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021893  0.467849  0.003077
     911  0.021893  0.467023  0.003083
     921  0.021770  0.466205  0.003088
     931  0.021825  0.465687  0.003090
     941  0.021837  0.464974  0.003097
     951  0.022127  0.464496  0.003107
     961  0.022001  0.463947  0.003116
     971  0.021994  0.463521  0.003123
     981  0.021989  0.463209  0.003128
     991  0.022056  0.462949  0.003133
     901  0.061593  0.405605  0.041927
     911  0.061528  0.407058  0.042091
     921  0.061341  0.408369  0.042189
     931  0.061591  0.409798  0.042254
     941  0.061762  0.411247  0.042300
     951  0.061951  0.412742  0.042321
     961  0.062497  0.414330  0.042348
     971  0.062960  0.415996  0.042373
     981  0.063229  0.417696  0.042385
     991  0.063354  0.419420  0.042369
    2701  0.410793  0.666643  0.000884
    2711  0.410793  0.666643  0.000883
    2721  0.410791  0.666643  0.000882
    2731  0.410791  0.666643  0.000881
    2741  0.410791  0.666643  0.000880
    2751  0.410794  0.666643  0.000879
    2761  0.410798  0.666643  0.000878
    2771  0.410806  0.666643  0.000877
    2781  0.410808  0.666643  0.000876
    2791  0.410811  0.666643  0.000874
    2801  0.410815  0.666643  0.000873
    2811  0.410814  0.666643  0.000872
    2821  0.410814  0.666643  0.000871
    2831  0.410821  0.666643  0.000870
    2841  0.410831  0.666643  0.000869
    2851  0.410838  0.666643  0.000867
    2861  0.410845  0.666643  0.000866
    2871  0.410851  0.666643  0.000865
    2881  0.410856  0.666643  0.000864
    2891  0.410863  0.666643  0.000863
    2901  0.410869  0.666643  0.000862
    2911  0.410874  0.666643  0.000860
    2921  0.410884  0.666643  0.000859
    2931  0.410892  0.666643  0.000858
    2941  0.410893  0.666643  0.000857
    2951  0.410893  0.666643  0.000856
    2961  0.410890  0.666643  0.000855
    2971  0.410891  0.666643  0.000854
    2981  0.410893  0.666643  0.000853
    2991  0.410896  0.666644  0.000851
