#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.020924  0.477118  0.002814
     911  0.021163  0.477123  0.002816
     921  0.021100  0.477140  0.002815
     931  0.021045  0.476979  0.002815
     941  0.020949  0.476776  0.002815
     951  0.021017  0.476645  0.002816
     961  0.021041  0.476615  0.002817
     971  0.021172  0.476453  0.002821
     981  0.021127  0.476297  0.002825
     991  0.021233  0.476222  0.002829
     901  0.053738  0.518832  0.020172
     911  0.054023  0.518310  0.020287
     921  0.054327  0.517759  0.020404
     931  0.054726  0.517038  0.020538
     941  0.054940  0.516360  0.020663
     951  0.055231  0.515677  0.020804
     961  0.055413  0.514991  0.020959
     971  0.055533  0.513980  0.021166
     981  0.055572  0.512991  0.021375
     991  0.055891  0.512235  0.021564
    2701  0.351395  0.666484  0.002052
    2711  0.351401  0.666484  0.002055
    2721  0.351413  0.666483  0.002058
    2731  0.351428  0.666483  0.002061
    2741  0.351442  0.666483  0.002064
    2751  0.351457  0.666483  0.002066
    2761  0.351494  0.666482  0.002069
    2771  0.351511  0.666482  0.002072
    2781  0.351514  0.666482  0.002075
    2791  0.351515  0.666482  0.002077
    2801  0.351527  0.666482  0.002079
    2811  0.351524  0.666481  0.002081
    2821  0.351527  0.666481  0.002082
    2831  0.351517  0.666481  0.002084
    2841  0.351512  0.666481  0.002085
    2851  0.351510  0.666481  0.002086
    2861  0.351513  0.666481  0.002088
    2871  0.351498  0.666481  0.002088
    2881  0.351472  0.666481  0.002089
    2891  0.351445  0.666480  0.002090
    2901  0.351430  0.666480  0.002091
    2911  0.351424  0.666480  0.002092
    2921  0.351429  0.666480  0.002093
    2931  0.351440  0.666480  0.002094
    2941  0.351453  0.666480  0.002094
    2951  0.351463  0.666480  0.002095
    2961  0.351470  0.666480  0.002095
    2971  0.351471  0.666480  0.002096
    2981  0.351473  0.666480  0.002096
    2991  0.351468  0.666480  0.002096
