#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022757  0.416375  0.003417
     911  0.022890  0.416709  0.003437
     921  0.022854  0.417123  0.003451
     931  0.022792  0.417497  0.003463
     941  0.022681  0.417789  0.003474
     951  0.022804  0.418402  0.003482
     961  0.022676  0.418851  0.003487
     971  0.022792  0.419279  0.003495
     981  0.022766  0.419754  0.003499
     991  0.022923  0.420377  0.003503
     901  0.061548  0.524027  0.033509
     911  0.061262  0.523487  0.033533
     921  0.061217  0.523013  0.033535
     931  0.061214  0.522654  0.033510
     941  0.061371  0.522482  0.033462
     951  0.061685  0.522483  0.033407
     961  0.061949  0.522638  0.033338
     971  0.062148  0.522886  0.033265
     981  0.062352  0.523206  0.033186
     991  0.062590  0.523551  0.033109
    2701  0.361902  0.666522  0.001882
    2711  0.361918  0.666522  0.001879
    2721  0.361929  0.666522  0.001876
    2731  0.361924  0.666522  0.001874
    2741  0.361916  0.666523  0.001871
    2751  0.361918  0.666523  0.001869
    2761  0.361908  0.666523  0.001866
    2771  0.361901  0.666523  0.001863
    2781  0.361888  0.666523  0.001861
    2791  0.361880  0.666524  0.001858
    2801  0.361867  0.666524  0.001856
    2811  0.361856  0.666524  0.001854
    2821  0.361856  0.666524  0.001852
    2831  0.361854  0.666524  0.001850
    2841  0.361860  0.666524  0.001848
    2851  0.361869  0.666524  0.001846
    2861  0.361877  0.666525  0.001844
    2871  0.361881  0.666525  0.001842
    2881  0.361883  0.666525  0.001840
    2891  0.361883  0.666525  0.001838
    2901  0.361879  0.666525  0.001836
    2911  0.361884  0.666525  0.001834
    2921  0.361882  0.666526  0.001832
    2931  0.361876  0.666526  0.001830
    2941  0.361874  0.666526  0.001828
    2951  0.361873  0.666526  0.001826
    2961  0.361881  0.666526  0.001824
    2971  0.361891  0.666526  0.001822
    2981  0.361900  0.666527  0.001819
    2991  0.361908  0.666527  0.001817
