#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021531  0.410550  0.003340
     911  0.021379  0.410659  0.003332
     921  0.021413  0.410864  0.003326
     931  0.021392  0.411120  0.003319
     941  0.021528  0.411761  0.003312
     951  0.021542  0.412499  0.003303
     961  0.021499  0.413228  0.003292
     971  0.021573  0.414112  0.003281
     981  0.021549  0.414997  0.003269
     991  0.021549  0.415882  0.003258
     901  0.059051  0.533555  0.026161
     911  0.058985  0.532895  0.026204
     921  0.058975  0.532379  0.026220
     931  0.059016  0.531849  0.026243
     941  0.058889  0.531328  0.026274
     951  0.059004  0.530853  0.026317
     961  0.058992  0.530474  0.026343
     971  0.059143  0.530117  0.026365
     981  0.059274  0.529703  0.026391
     991  0.059365  0.529166  0.026432
    2701  0.320821  0.666185  0.003628
    2711  0.320811  0.666185  0.003625
    2721  0.320806  0.666185  0.003623
    2731  0.320807  0.666185  0.003620
    2741  0.320797  0.666186  0.003617
    2751  0.320805  0.666186  0.003614
    2761  0.320809  0.666187  0.003611
    2771  0.320819  0.666187  0.003607
    2781  0.320836  0.666187  0.003604
    2791  0.320851  0.666188  0.003600
    2801  0.320864  0.666188  0.003596
    2811  0.320878  0.666189  0.003592
    2821  0.320881  0.666189  0.003588
    2831  0.320863  0.666190  0.003584
    2841  0.320851  0.666190  0.003581
    2851  0.320847  0.666191  0.003579
    2861  0.320838  0.666191  0.003577
    2871  0.320817  0.666191  0.003575
    2881  0.320789  0.666191  0.003575
    2891  0.320761  0.666191  0.003574
    2901  0.320733  0.666191  0.003574
    2911  0.320690  0.666191  0.003575
    2921  0.320654  0.666191  0.003576
    2931  0.320624  0.666191  0.003577
    2941  0.320581  0.666190  0.003578
    2951  0.320528  0.666190  0.003581
    2961  0.320492  0.666190  0.003583
    2971  0.320486  0.666189  0.003586
    2981  0.320450  0.666189  0.003589
    2991  0.320464  0.666188  0.003592
