#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022341  0.381565  0.003839
     911  0.022529  0.383238  0.003834
     921  0.022678  0.384231  0.003836
     931  0.022569  0.385038  0.003836
     941  0.022584  0.385888  0.003835
     951  0.022501  0.386477  0.003837
     961  0.022444  0.387056  0.003840
     971  0.022273  0.387389  0.003842
     981  0.022280  0.387741  0.003844
     991  0.022350  0.388252  0.003845
     901  0.075155  0.494747  0.049456
     911  0.074482  0.493793  0.049330
     921  0.074086  0.492857  0.049185
     931  0.073899  0.492060  0.049011
     941  0.073745  0.491398  0.048812
     951  0.074033  0.491035  0.048603
     961  0.074055  0.490797  0.048385
     971  0.073766  0.490555  0.048181
     981  0.073255  0.490194  0.048001
     991  0.072923  0.489811  0.047853
    2701  0.342079  0.666448  0.002154
    2711  0.342075  0.666448  0.002159
    2721  0.342073  0.666447  0.002163
    2731  0.342086  0.666447  0.002166
    2741  0.342083  0.666447  0.002169
    2751  0.342091  0.666446  0.002172
    2761  0.342083  0.666446  0.002175
    2771  0.342081  0.666446  0.002177
    2781  0.342090  0.666446  0.002179
    2791  0.342080  0.666445  0.002181
    2801  0.342094  0.666445  0.002183
    2811  0.342089  0.666445  0.002184
    2821  0.342094  0.666445  0.002185
    2831  0.342111  0.666445  0.002186
    2841  0.342139  0.666445  0.002187
    2851  0.342147  0.666445  0.002188
    2861  0.342149  0.666445  0.002189
    2871  0.342155  0.666445  0.002189
    2881  0.342168  0.666445  0.002189
    2891  0.342175  0.666445  0.002189
    2901  0.342171  0.666445  0.002189
    2911  0.342166  0.666445  0.002189
    2921  0.342159  0.666445  0.002188
    2931  0.342138  0.666445  0.002188
    2941  0.342119  0.666445  0.002188
    2951  0.342090  0.666445  0.002188
    2961  0.342070  0.666445  0.002188
    2971  0.342055  0.666445  0.002188
    2981  0.342057  0.666445  0.002188
    2991  0.342038  0.666445  0.002189
