#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.023063  0.465831  0.003719
     911  0.023162  0.465873  0.003718
     921  0.023331  0.466238  0.003717
     931  0.023140  0.466326  0.003714
     941  0.023377  0.465883  0.003723
     951  0.023254  0.465390  0.003730
     961  0.023510  0.464854  0.003742
     971  0.023573  0.464339  0.003755
     981  0.023505  0.463857  0.003766
     991  0.023338  0.463267  0.003775
     901  0.080022  0.512786  0.047431
     911  0.079859  0.512150  0.047640
     921  0.079609  0.511587  0.047799
     931  0.079460  0.511104  0.047911
     941  0.079455  0.510791  0.047961
     951  0.079616  0.510639  0.047983
     961  0.079650  0.510538  0.048010
     971  0.079693  0.510475  0.048042
     981  0.079668  0.510456  0.048057
     991  0.079751  0.510483  0.048060
    2701  0.027132  0.473381  0.004992
    2711  0.027117  0.473385  0.004993
    2721  0.027124  0.473404  0.004993
    2731  0.027138  0.473441  0.004993
    2741  0.027157  0.473489  0.004992
    2751  0.027134  0.473532  0.004992
    2761  0.027073  0.473549  0.004992
    2771  0.027095  0.473583  0.004992
    2781  0.027011  0.473583  0.004993
    2791  0.026964  0.473563  0.004994
    2801  0.026957  0.473537  0.004996
    2811  0.027035  0.473489  0.004998
    2821  0.027075  0.473433  0.005001
    2831  0.027093  0.473390  0.005003
    2841  0.027133  0.473326  0.005007
    2851  0.027154  0.473277  0.005010
    2861  0.027097  0.473214  0.005013
    2871  0.027101  0.473164  0.005016
    2881  0.027013  0.473085  0.005019
    2891  0.027026  0.473022  0.005022
    2901  0.026993  0.472950  0.005025
    2911  0.026969  0.472879  0.005028
    2921  0.026945  0.472809  0.005031
    2931  0.026931  0.472745  0.005034
    2941  0.026984  0.472702  0.005036
    2951  0.026979  0.472663  0.005038
    2961  0.027009  0.472631  0.005040
    2971  0.027035  0.472600  0.005042
    2981  0.027050  0.472587  0.005044
    2991  0.027009  0.472564  0.005046
