#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021347  0.477102  0.002893
     911  0.021366  0.476939  0.002888
     921  0.021398  0.476897  0.002882
     931  0.021378  0.476923  0.002876
     941  0.021304  0.476910  0.002870
     951  0.021459  0.476974  0.002866
     961  0.021281  0.476839  0.002864
     971  0.021270  0.476804  0.002860
     981  0.021228  0.476784  0.002855
     991  0.021248  0.476881  0.002849
     901  0.075528  0.496313  0.048311
     911  0.075574  0.496934  0.048119
     921  0.075486  0.497533  0.047924
     931  0.075379  0.498136  0.047712
     941  0.075258  0.498720  0.047497
     951  0.075225  0.499333  0.047268
     961  0.074715  0.499751  0.047062
     971  0.074605  0.500182  0.046843
     981  0.074583  0.500622  0.046624
     991  0.074465  0.501038  0.046414
    2701  0.030979  0.453681  0.008385
    2711  0.031056  0.453614  0.008384
    2721  0.031037  0.453561  0.008383
    2731  0.031026  0.453524  0.008381
    2741  0.031007  0.453482  0.008378
    2751  0.030945  0.453427  0.008376
    2761  0.031016  0.453366  0.008374
    2771  0.031016  0.453325  0.008373
    2781  0.031020  0.453297  0.008371
    2791  0.031025  0.453270  0.008369
    2801  0.031014  0.453246  0.008367
    2811  0.030946  0.453205  0.008366
    2821  0.031006  0.453197  0.008363
    2831  0.030976  0.453188  0.008361
    2841  0.030924  0.453169  0.008358
    2851  0.030898  0.453151  0.008355
    2861  0.030863  0.453128  0.008352
    2871  0.030781  0.453082  0.008348
    2881  0.030789  0.453055  0.008344
    2891  0.030798  0.453040  0.008340
    2901  0.030773  0.453007  0.008336
    2911  0.030738  0.452972  0.008332
    2921  0.030723  0.452943  0.008328
    2931  0.030700  0.452912  0.008324
    2941  0.030687  0.452885  0.008320
    2951  0.030722  0.452839  0.008316
    2961  0.030711  0.452793  0.008313
    2971  0.030770  0.452758  0.008310
    2981  0.030753  0.452729  0.008306
    2991  0.030705  0.452695  0.008303
