#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022280  0.490473  0.002658
     911  0.022122  0.489375  0.002674
     921  0.022060  0.488255  0.002690
     931  0.022068  0.487353  0.002702
     941  0.022076  0.486645  0.002712
     951  0.022234  0.485505  0.002726
     961  0.022249  0.484564  0.002739
     971  0.022160  0.483666  0.002749
     981  0.022363  0.482923  0.002760
     991  0.022313  0.482223  0.002771
     901  0.059273  0.514342  0.030289
     911  0.059145  0.512961  0.030372
     921  0.059217  0.511759  0.030460
     931  0.059136  0.510760  0.030514
     941  0.059161  0.509983  0.030541
     951  0.059036  0.509311  0.030562
     961  0.059020  0.508749  0.030569
     971  0.058937  0.508266  0.030566
     981  0.058772  0.507744  0.030571
     991  0.058603  0.507253  0.030563
    2701  0.303244  0.665993  0.004110
    2711  0.303232  0.665993  0.004111
    2721  0.303195  0.665993  0.004112
    2731  0.303178  0.665993  0.004114
    2741  0.303162  0.665993  0.004116
    2751  0.303169  0.665992  0.004117
    2761  0.303180  0.665992  0.004119
    2771  0.303175  0.665992  0.004120
    2781  0.303158  0.665992  0.004122
    2791  0.303157  0.665991  0.004124
    2801  0.303161  0.665991  0.004126
    2811  0.303170  0.665991  0.004129
    2821  0.303164  0.665990  0.004131
    2831  0.303169  0.665990  0.004134
    2841  0.303161  0.665989  0.004136
    2851  0.303187  0.665989  0.004137
    2861  0.303225  0.665989  0.004139
    2871  0.303240  0.665989  0.004141
    2881  0.303251  0.665988  0.004143
    2891  0.303262  0.665988  0.004144
    2901  0.303281  0.665988  0.004145
    2911  0.303294  0.665988  0.004146
    2921  0.303295  0.665988  0.004147
    2931  0.303277  0.665988  0.004148
    2941  0.303262  0.665988  0.004148
    2951  0.303237  0.665988  0.004149
    2961  0.303216  0.665987  0.004149
    2971  0.303210  0.665987  0.004150
    2981  0.303204  0.665987  0.004150
    2991  0.303207  0.665987  0.004151
