#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.020470  0.446764  0.003000
     911  0.020544  0.446721  0.002994
     921  0.020728  0.446242  0.002998
     931  0.020833  0.446050  0.003000
     941  0.021001  0.446102  0.003002
     951  0.020937  0.446159  0.003002
     961  0.020984  0.446133  0.003004
     971  0.021176  0.446260  0.003007
     981  0.021293  0.446566  0.003010
     991  0.021309  0.446966  0.003012
     901  0.072465  0.537126  0.031819
     911  0.072440  0.537512  0.031876
     921  0.072100  0.537788  0.031917
     931  0.071869  0.538028  0.031932
     941  0.071536  0.538171  0.031952
     951  0.070994  0.538143  0.031993
     961  0.070565  0.538016  0.032051
     971  0.070407  0.537853  0.032131
     981  0.070248  0.537685  0.032202
     991  0.070268  0.537560  0.032263
    2701  0.020481  0.437724  0.002625
    2711  0.020456  0.437805  0.002626
    2721  0.020421  0.437879  0.002627
    2731  0.020400  0.437948  0.002628
    2741  0.020376  0.438010  0.002628
    2751  0.020363  0.438080  0.002629
    2761  0.020505  0.437975  0.002631
    2771  0.020490  0.437880  0.002633
    2781  0.020444  0.437769  0.002635
    2791  0.020413  0.437655  0.002637
    2801  0.020493  0.437527  0.002639
    2811  0.020456  0.437387  0.002641
    2821  0.020474  0.437261  0.002644
    2831  0.020501  0.437173  0.002645
    2841  0.020506  0.437101  0.002647
    2851  0.020459  0.437012  0.002649
    2861  0.020482  0.436953  0.002650
    2871  0.020486  0.436913  0.002651
    2881  0.020463  0.436871  0.002652
    2891  0.020501  0.436841  0.002653
    2901  0.020469  0.436805  0.002654
    2911  0.020436  0.436761  0.002655
    2921  0.020449  0.436743  0.002655
    2931  0.020462  0.436735  0.002656
    2941  0.020410  0.436707  0.002656
    2951  0.020381  0.436674  0.002657
    2961  0.020392  0.436659  0.002657
    2971  0.020396  0.436656  0.002658
    2981  0.020401  0.436669  0.002658
    2991  0.020419  0.436700  0.002657
