#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.020774  0.471011  0.002588
     911  0.020766  0.471073  0.002597
     921  0.020672  0.471072  0.002603
     931  0.020715  0.471312  0.002605
     941  0.020791  0.471477  0.002608
     951  0.020903  0.471850  0.002610
     961  0.020855  0.472058  0.002614
     971  0.020964  0.472178  0.002619
     981  0.021144  0.472123  0.002627
     991  0.021302  0.472122  0.002637
     901  0.065883  0.460517  0.048130
     911  0.065853  0.460802  0.048199
     921  0.065869  0.461018  0.048265
     931  0.065693  0.461039  0.048339
     941  0.065507  0.460885  0.048415
     951  0.065301  0.460717  0.048456
     961  0.065092  0.460521  0.048474
     971  0.065111  0.460280  0.048493
     981  0.065160  0.460035  0.048520
     991  0.065074  0.459694  0.048555
    2701  0.147488  0.635296  0.034659
    2711  0.147665  0.635285  0.034687
    2721  0.147788  0.635278  0.034713
    2731  0.147886  0.635274  0.034734
    2741  0.147960  0.635274  0.034753
    2751  0.148001  0.635276  0.034769
    2761  0.148116  0.635277  0.034787
    2771  0.148252  0.635277  0.034805
    2781  0.148450  0.635270  0.034830
    2791  0.148497  0.635262  0.034856
    2801  0.148549  0.635257  0.034878
    2811  0.148611  0.635256  0.034895
    2821  0.148650  0.635258  0.034909
    2831  0.148731  0.635265  0.034919
    2841  0.148754  0.635274  0.034925
    2851  0.148786  0.635285  0.034928
    2861  0.148774  0.635297  0.034929
    2871  0.148741  0.635310  0.034929
    2881  0.148701  0.635324  0.034926
    2891  0.148684  0.635339  0.034921
    2901  0.148650  0.635355  0.034914
    2911  0.148626  0.635372  0.034905
    2921  0.148661  0.635390  0.034895
    2931  0.148716  0.635407  0.034885
    2941  0.148814  0.635425  0.034874
    2951  0.148982  0.635440  0.034867
    2961  0.149048  0.635454  0.034862
    2971  0.149136  0.635463  0.034861
    2981  0.149226  0.635472  0.034860
    2991  0.149288  0.635483  0.034857
