#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022338  0.415007  0.003814
     911  0.022357  0.414352  0.003821
     921  0.022404  0.414044  0.003824
     931  0.022253  0.413597  0.003826
     941  0.022069  0.412939  0.003827
     951  0.022014  0.412368  0.003825
     961  0.022078  0.412124  0.003821
     971  0.021987  0.411851  0.003816
     981  0.021840  0.411443  0.003810
     991  0.021856  0.411178  0.003804
     901  0.065176  0.467399  0.040002
     911  0.065642  0.467458  0.040149
     921  0.066023  0.467557  0.040290
     931  0.066527  0.467585  0.040454
     941  0.066989  0.467773  0.040611
     951  0.067206  0.468074  0.040750
     961  0.067424  0.468444  0.040886
     971  0.067480  0.468883  0.040982
     981  0.067682  0.469390  0.041057
     991  0.068048  0.469925  0.041131
    2701  0.432059  0.666657  0.001001
    2711  0.432064  0.666657  0.000999
    2721  0.432069  0.666657  0.000996
    2731  0.432073  0.666657  0.000993
    2741  0.432076  0.666657  0.000990
    2751  0.432080  0.666657  0.000987
    2761  0.432086  0.666657  0.000984
    2771  0.432093  0.666657  0.000982
    2781  0.432096  0.666657  0.000979
    2791  0.432100  0.666657  0.000976
    2801  0.432104  0.666657  0.000974
    2811  0.432109  0.666657  0.000971
    2821  0.432113  0.666657  0.000969
    2831  0.432115  0.666657  0.000966
    2841  0.432118  0.666657  0.000964
    2851  0.432119  0.666657  0.000961
    2861  0.432119  0.666657  0.000959
    2871  0.432124  0.666657  0.000957
    2881  0.432128  0.666657  0.000954
    2891  0.432133  0.666657  0.000952
    2901  0.432136  0.666657  0.000950
    2911  0.432140  0.666657  0.000948
    2921  0.432144  0.666657  0.000945
    2931  0.432148  0.666657  0.000943
    2941  0.432152  0.666657  0.000941
    2951  0.432154  0.666657  0.000939
    2961  0.432156  0.666658  0.000937
    2971  0.432157  0.666658  0.000935
    2981  0.432160  0.666658  0.000933
    2991  0.432162  0.666658  0.000931
