#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021921  0.391334  0.004115
     911  0.021846  0.391490  0.004115
     921  0.021870  0.391839  0.004112
     931  0.021973  0.392339  0.004110
     941  0.021963  0.392932  0.004106
     951  0.021855  0.393374  0.004101
     961  0.021799  0.393794  0.004095
     971  0.022037  0.394207  0.004093
     981  0.022189  0.394468  0.004095
     991  0.022207  0.394833  0.004096
     901  0.065727  0.514662  0.033781
     911  0.064989  0.514665  0.033793
     921  0.064427  0.514447  0.033825
     931  0.064037  0.514121  0.033852
     941  0.063473  0.513610  0.033915
     951  0.063106  0.513001  0.033978
     961  0.062593  0.512254  0.034037
     971  0.062211  0.511455  0.034082
     981  0.061995  0.510679  0.034114
     991  0.061929  0.509961  0.034136
    2701  0.022587  0.450614  0.003678
    2711  0.022712  0.450559  0.003679
    2721  0.022692  0.450488  0.003679
    2731  0.022733  0.450434  0.003680
    2741  0.022689  0.450369  0.003680
    2751  0.022678  0.450316  0.003681
    2761  0.022678  0.450275  0.003681
    2771  0.022686  0.450259  0.003680
    2781  0.022638  0.450221  0.003680
    2791  0.022664  0.450148  0.003680
    2801  0.022703  0.450104  0.003680
    2811  0.022646  0.450039  0.003680
    2821  0.022592  0.449957  0.003681
    2831  0.022588  0.449889  0.003680
    2841  0.022555  0.449819  0.003680
    2851  0.022575  0.449774  0.003679
    2861  0.022621  0.449752  0.003678
    2871  0.022602  0.449732  0.003677
    2881  0.022650  0.449706  0.003677
    2891  0.022613  0.449674  0.003676
    2901  0.022624  0.449625  0.003675
    2911  0.022605  0.449575  0.003674
    2921  0.022612  0.449540  0.003674
    2931  0.022608  0.449507  0.003673
    2941  0.022597  0.449479  0.003672
    2951  0.022566  0.449447  0.003671
    2961  0.022533  0.449409  0.003670
    2971  0.022481  0.449355  0.003669
    2981  0.022470  0.449301  0.003668
    2991  0.022520  0.449281  0.003667
