#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021452  0.433098  0.003293
     911  0.021479  0.433222  0.003291
     921  0.021848  0.432757  0.003303
     931  0.021650  0.432090  0.003316
     941  0.021632  0.431609  0.003324
     951  0.021582  0.431220  0.003330
     961  0.021524  0.430889  0.003335
     971  0.021441  0.430554  0.003339
     981  0.021426  0.430341  0.003341
     991  0.021297  0.430030  0.003343
     901  0.069159  0.500442  0.044912
     911  0.068933  0.499227  0.044978
     921  0.068634  0.498107  0.045023
     931  0.068230  0.496972  0.045053
     941  0.067938  0.495862  0.045067
     951  0.067727  0.494773  0.045080
     961  0.067564  0.493791  0.045065
     971  0.067510  0.492941  0.045030
     981  0.067284  0.492141  0.044977
     991  0.066950  0.491330  0.044908
    2701  0.220653  0.661096  0.014711
    2711  0.220634  0.661069  0.014788
    2721  0.220582  0.661044  0.014860
    2731  0.220575  0.661021  0.014926
    2741  0.220629  0.660999  0.014990
    2751  0.220693  0.660978  0.015050
    2761  0.220758  0.660957  0.015111
    2771  0.220760  0.660936  0.015169
    2781  0.220766  0.660916  0.015226
    2791  0.220774  0.660897  0.015280
    2801  0.220753  0.660879  0.015331
    2811  0.220758  0.660862  0.015379
    2821  0.220735  0.660847  0.015422
    2831  0.220692  0.660832  0.015463
    2841  0.220629  0.660818  0.015502
    2851  0.220539  0.660804  0.015540
    2861  0.220486  0.660790  0.015578
    2871  0.220411  0.660776  0.015616
    2881  0.220337  0.660762  0.015654
    2891  0.220292  0.660749  0.015688
    2901  0.220285  0.660736  0.015721
    2911  0.220264  0.660724  0.015752
    2921  0.220206  0.660713  0.015782
    2931  0.220164  0.660701  0.015812
    2941  0.220089  0.660690  0.015840
    2951  0.220068  0.660679  0.015868
    2961  0.220052  0.660669  0.015894
    2971  0.220050  0.660659  0.015918
    2981  0.220116  0.660649  0.015942
    2991  0.220122  0.660640  0.015965
