#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.020672  0.398283  0.003057
     911  0.020486  0.398102  0.003054
     921  0.020563  0.398166  0.003051
     931  0.020803  0.398411  0.003053
     941  0.020943  0.399047  0.003054
     951  0.021099  0.398647  0.003062
     961  0.021226  0.398513  0.003070
     971  0.021134  0.398340  0.003075
     981  0.021011  0.398086  0.003080
     991  0.020896  0.397752  0.003084
     901  0.067275  0.491591  0.038875
     911  0.066702  0.489781  0.039158
     921  0.066473  0.488177  0.039398
     931  0.066346  0.486770  0.039618
     941  0.066429  0.485627  0.039828
     951  0.066570  0.484723  0.040026
     961  0.066635  0.483956  0.040199
     971  0.066502  0.483237  0.040371
     981  0.066458  0.482657  0.040519
     991  0.066317  0.482148  0.040651
    2701  0.021858  0.450189  0.003124
    2711  0.021902  0.450182  0.003126
    2721  0.021933  0.450163  0.003127
    2731  0.022010  0.450113  0.003130
    2741  0.022008  0.450079  0.003132
    2751  0.022051  0.450078  0.003134
    2761  0.022140  0.450085  0.003136
    2771  0.022151  0.450102  0.003139
    2781  0.022153  0.450129  0.003141
    2791  0.022150  0.450167  0.003143
    2801  0.022181  0.450198  0.003145
    2811  0.022141  0.450216  0.003147
    2821  0.022117  0.450234  0.003148
    2831  0.022100  0.450256  0.003150
    2841  0.022093  0.450288  0.003150
    2851  0.022111  0.450330  0.003151
    2861  0.022112  0.450375  0.003152
    2871  0.022111  0.450433  0.003152
    2881  0.022115  0.450507  0.003152
    2891  0.022170  0.450587  0.003153
    2901  0.022133  0.450654  0.003153
    2911  0.022127  0.450731  0.003153
    2921  0.022079  0.450792  0.003153
    2931  0.022019  0.450827  0.003153
    2941  0.021996  0.450862  0.003153
    2951  0.021991  0.450895  0.003153
    2961  0.021977  0.450932  0.003153
    2971  0.021934  0.450956  0.003152
    2981  0.021941  0.450993  0.003152
    2991  0.022016  0.451017  0.003152
