#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.023195  0.447936  0.003884
     911  0.023078  0.447395  0.003887
     921  0.022928  0.446785  0.003889
     931  0.022996  0.446509  0.003888
     941  0.022993  0.446387  0.003884
     951  0.022998  0.446248  0.003879
     961  0.022861  0.446009  0.003876
     971  0.022720  0.445671  0.003874
     981  0.022637  0.445334  0.003870
     991  0.022748  0.445205  0.003866
     901  0.061130  0.523718  0.030272
     911  0.061124  0.523435  0.030285
     921  0.061011  0.523247  0.030261
     931  0.060662  0.522983  0.030232
     941  0.060200  0.522566  0.030204
     951  0.059897  0.522112  0.030171
     961  0.059599  0.521628  0.030129
     971  0.059540  0.521198  0.030080
     981  0.059728  0.520877  0.030033
     991  0.059770  0.520601  0.029985
    2701  0.168840  0.641803  0.036829
    2711  0.168625  0.641790  0.036841
    2721  0.168503  0.641777  0.036850
    2731  0.168378  0.641765  0.036856
    2741  0.168263  0.641753  0.036859
    2751  0.168222  0.641744  0.036859
    2761  0.168193  0.641736  0.036857
    2771  0.168199  0.641730  0.036852
    2781  0.168154  0.641726  0.036844
    2791  0.168082  0.641722  0.036836
    2801  0.167983  0.641719  0.036824
    2811  0.167954  0.641719  0.036809
    2821  0.167924  0.641719  0.036793
    2831  0.167922  0.641719  0.036779
    2841  0.167968  0.641721  0.036764
    2851  0.168018  0.641723  0.036750
    2861  0.168073  0.641724  0.036737
    2871  0.168134  0.641724  0.036727
    2881  0.168203  0.641722  0.036722
    2891  0.168337  0.641719  0.036719
    2901  0.168482  0.641714  0.036719
    2911  0.168644  0.641707  0.036726
    2921  0.168787  0.641697  0.036736
    2931  0.168871  0.641687  0.036748
    2941  0.168989  0.641674  0.036765
    2951  0.169076  0.641659  0.036786
    2961  0.169126  0.641642  0.036813
    2971  0.169196  0.641625  0.036841
    2981  0.169233  0.641608  0.036867
    2991  0.169259  0.641593  0.036893
