#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021973  0.476071  0.003029
     911  0.022340  0.474945  0.003050
     921  0.022214  0.473838  0.003067
     931  0.022232  0.472869  0.003082
     941  0.022286  0.472014  0.003096
     951  0.022308  0.471381  0.003108
     961  0.022108  0.470581  0.003120
     971  0.022290  0.469312  0.003138
     981  0.022219  0.468119  0.003154
     991  0.022128  0.466989  0.003167
     901  0.065986  0.500501  0.037547
     911  0.065903  0.501162  0.037325
     921  0.065805  0.501349  0.037172
     931  0.065806  0.501529  0.037022
     941  0.065873  0.501531  0.036903
     951  0.065859  0.501499  0.036795
     961  0.065936  0.501500  0.036703
     971  0.066199  0.501624  0.036610
     981  0.066267  0.501822  0.036510
     991  0.066359  0.502129  0.036393
    2701  0.038810  0.465468  0.013110
    2711  0.038836  0.465479  0.013115
    2721  0.038836  0.465423  0.013122
    2731  0.038833  0.465343  0.013130
    2741  0.038808  0.465265  0.013138
    2751  0.038663  0.465145  0.013145
    2761  0.038573  0.465008  0.013153
    2771  0.038465  0.464848  0.013160
    2781  0.038382  0.464671  0.013167
    2791  0.038388  0.464520  0.013173
    2801  0.038419  0.464377  0.013178
    2811  0.038409  0.464252  0.013182
    2821  0.038393  0.464142  0.013185
    2831  0.038426  0.464060  0.013186
    2841  0.038437  0.464000  0.013186
    2851  0.038313  0.463911  0.013186
    2861  0.038213  0.463803  0.013186
    2871  0.038183  0.463694  0.013187
    2881  0.038184  0.463594  0.013187
    2891  0.038146  0.463494  0.013186
    2901  0.038094  0.463392  0.013185
    2911  0.038062  0.463292  0.013183
    2921  0.038020  0.463187  0.013181
    2931  0.038017  0.463093  0.013179
    2941  0.038071  0.463024  0.013177
    2951  0.038070  0.462967  0.013174
    2961  0.038123  0.462918  0.013171
    2971  0.038175  0.462854  0.013169
    2981  0.038206  0.462693  0.013170
    2991  0.038314  0.462521  0.013172
