#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021400  0.422365  0.003483
     911  0.021435  0.422111  0.003497
     921  0.021281  0.421660  0.003510
     931  0.021219  0.421265  0.003521
     941  0.021269  0.421094  0.003529
     951  0.021217  0.420970  0.003535
     961  0.021174  0.420738  0.003542
     971  0.021339  0.420889  0.003547
     981  0.021447  0.420956  0.003554
     991  0.021327  0.420913  0.003559
     901  0.069505  0.348093  0.063705
     911  0.069111  0.351271  0.063544
     921  0.069075  0.354269  0.063327
     931  0.068855  0.356986  0.063103
     941  0.068646  0.359455  0.062873
     951  0.068349  0.361635  0.062636
     961  0.067945  0.363491  0.062397
     971  0.067642  0.365124  0.062154
     981  0.067180  0.366464  0.061928
     991  0.066711  0.367532  0.061709
    2701  0.044449  0.450810  0.018102
    2711  0.044459  0.450971  0.018088
    2721  0.044465  0.451146  0.018072
    2731  0.044371  0.451296  0.018057
    2741  0.044256  0.451412  0.018043
    2751  0.044111  0.451487  0.018032
    2761  0.044111  0.451568  0.018022
    2771  0.044074  0.451648  0.018011
    2781  0.044076  0.451740  0.018000
    2791  0.044207  0.451844  0.017990
    2801  0.044255  0.451955  0.017982
    2811  0.044215  0.452062  0.017974
    2821  0.044228  0.452186  0.017964
    2831  0.044223  0.452316  0.017954
    2841  0.044246  0.452440  0.017944
    2851  0.044175  0.452551  0.017934
    2861  0.044037  0.452628  0.017926
    2871  0.043966  0.452696  0.017917
    2881  0.043912  0.452753  0.017908
    2891  0.043886  0.452813  0.017899
    2901  0.043901  0.452890  0.017888
    2911  0.043928  0.452960  0.017878
    2921  0.044007  0.453041  0.017869
    2931  0.044058  0.453136  0.017860
    2941  0.044101  0.453248  0.017850
    2951  0.044129  0.453374  0.017839
    2961  0.044197  0.453518  0.017828
    2971  0.044276  0.453649  0.017819
    2981  0.044364  0.453794  0.017810
    2991  0.044378  0.453948  0.017801
