#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.020409  0.440615  0.002990
     911  0.020541  0.440836  0.003003
     921  0.020389  0.440862  0.003016
     931  0.020500  0.441193  0.003026
     941  0.020522  0.441416  0.003034
     951  0.020670  0.441688  0.003045
     961  0.020787  0.442192  0.003054
     971  0.020778  0.442725  0.003060
     981  0.020786  0.443234  0.003064
     991  0.020760  0.443558  0.003071
     901  0.059487  0.507430  0.030810
     911  0.059651  0.506744  0.030746
     921  0.059442  0.506010  0.030710
     931  0.059072  0.505232  0.030703
     941  0.058820  0.504471  0.030684
     951  0.058936  0.503927  0.030648
     961  0.058971  0.503508  0.030605
     971  0.059129  0.503233  0.030566
     981  0.059225  0.503003  0.030535
     991  0.059406  0.502737  0.030525
    2701  0.439178  0.666666  0.000109
    2711  0.439178  0.666666  0.000109
    2721  0.439178  0.666666  0.000109
    2731  0.439177  0.666666  0.000109
    2741  0.439177  0.666666  0.000109
    2751  0.439177  0.666666  0.000109
    2761  0.439176  0.666666  0.000109
    2771  0.439176  0.666666  0.000109
    2781  0.439176  0.666666  0.000108
    2791  0.439174  0.666666  0.000108
    2801  0.439173  0.666666  0.000108
    2811  0.439171  0.666666  0.000108
    2821  0.439171  0.666666  0.000108
    2831  0.439170  0.666666  0.000108
    2841  0.439169  0.666666  0.000108
    2851  0.439168  0.666666  0.000108
    2861  0.439166  0.666666  0.000108
    2871  0.439165  0.666666  0.000108
    2881  0.439164  0.666666  0.000108
    2891  0.439163  0.666666  0.000107
    2901  0.439161  0.666666  0.000107
    2911  0.439159  0.666666  0.000107
    2921  0.439159  0.666666  0.000107
    2931  0.439157  0.666666  0.000107
    2941  0.439157  0.666666  0.000107
    2951  0.439157  0.666666  0.000107
    2961  0.439156  0.666666  0.000107
    2971  0.439155  0.666666  0.000107
    2981  0.439155  0.666666  0.000107
    2991  0.439155  0.666666  0.000107
