#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021771  0.471044  0.003247
     911  0.021839  0.469890  0.003265
     921  0.021804  0.468942  0.003278
     931  0.021973  0.468447  0.003288
     941  0.021870  0.467932  0.003294
     951  0.021823  0.467515  0.003299
     961  0.021863  0.467277  0.003302
     971  0.021874  0.467065  0.003305
     981  0.021904  0.466970  0.003307
     991  0.021801  0.466814  0.003308
     901  0.066309  0.544174  0.028749
     911  0.066272  0.543420  0.028755
     921  0.066159  0.542619  0.028775
     931  0.066148  0.541713  0.028838
     941  0.066122  0.540803  0.028927
     951  0.066173  0.539939  0.029030
     961  0.066118  0.539177  0.029123
     971  0.065899  0.538455  0.029196
     981  0.065584  0.537733  0.029258
     991  0.065141  0.536948  0.029317
    2701  0.346404  0.666481  0.001935
    2711  0.346430  0.666481  0.001938
    2721  0.346432  0.666481  0.001940
    2731  0.346430  0.666481  0.001943
    2741  0.346406  0.666480  0.001945
    2751  0.346394  0.666480  0.001948
    2761  0.346384  0.666480  0.001950
    2771  0.346373  0.666480  0.001952
    2781  0.346382  0.666479  0.001955
    2791  0.346369  0.666479  0.001957
    2801  0.346358  0.666479  0.001958
    2811  0.346345  0.666479  0.001960
    2821  0.346353  0.666479  0.001962
    2831  0.346373  0.666479  0.001964
    2841  0.346394  0.666478  0.001966
    2851  0.346404  0.666478  0.001967
    2861  0.346410  0.666478  0.001969
    2871  0.346438  0.666478  0.001971
    2881  0.346454  0.666478  0.001973
    2891  0.346461  0.666478  0.001975
    2901  0.346462  0.666477  0.001977
    2911  0.346455  0.666477  0.001978
    2921  0.346467  0.666477  0.001980
    2931  0.346468  0.666477  0.001982
    2941  0.346471  0.666477  0.001983
    2951  0.346471  0.666477  0.001984
    2961  0.346467  0.666476  0.001986
    2971  0.346447  0.666476  0.001988
    2981  0.346439  0.666476  0.001990
    2991  0.346437  0.666476  0.001992
