#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.020791  0.431612  0.002681
     911  0.020660  0.431090  0.002701
     921  0.020690  0.430637  0.002720
     931  0.020704  0.430404  0.002736
     941  0.020957  0.429930  0.002757
     951  0.020905  0.429546  0.002778
     961  0.020996  0.429478  0.002795
     971  0.020956  0.429472  0.002809
     981  0.021007  0.429490  0.002822
     991  0.021034  0.429646  0.002833
     901  0.067258  0.506593  0.037742
     911  0.066861  0.506707  0.037793
     921  0.066607  0.506714  0.037857
     931  0.066304  0.506480  0.037977
     941  0.065988  0.506047  0.038114
     951  0.065689  0.505503  0.038262
     961  0.065317  0.504900  0.038387
     971  0.064850  0.504201  0.038501
     981  0.064607  0.503517  0.038602
     991  0.064656  0.502944  0.038686
    2701  0.076835  0.503895  0.046408
    2711  0.076817  0.504089  0.046372
    2721  0.076753  0.504279  0.046333
    2731  0.076875  0.504469  0.046298
    2741  0.076901  0.504652  0.046266
    2751  0.077017  0.504831  0.046239
    2761  0.077260  0.505001  0.046219
    2771  0.077505  0.505130  0.046212
    2781  0.077771  0.505222  0.046218
    2791  0.078074  0.505280  0.046237
    2801  0.078443  0.505279  0.046275
    2811  0.078805  0.505231  0.046331
    2821  0.079096  0.505177  0.046396
    2831  0.079330  0.505132  0.046463
    2841  0.079630  0.505064  0.046542
    2851  0.079847  0.505006  0.046622
    2861  0.080133  0.504940  0.046709
    2871  0.080332  0.504891  0.046795
    2881  0.080450  0.504860  0.046878
    2891  0.080522  0.504845  0.046957
    2901  0.080576  0.504844  0.047031
    2911  0.080659  0.504856  0.047100
    2921  0.080769  0.504878  0.047167
    2931  0.080909  0.504894  0.047235
    2941  0.081065  0.504901  0.047303
    2951  0.081193  0.504914  0.047371
    2961  0.081273  0.504931  0.047438
    2971  0.081405  0.504940  0.047509
    2981  0.081531  0.504953  0.047579
    2991  0.081636  0.504976  0.047647
