#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021526  0.378141  0.003534
     911  0.021499  0.379495  0.003534
     921  0.021511  0.380903  0.003531
     931  0.021535  0.382382  0.003529
     941  0.021473  0.383748  0.003524
     951  0.021322  0.384834  0.003521
     961  0.021125  0.385544  0.003518
     971  0.021024  0.386123  0.003514
     981  0.021027  0.386753  0.003509
     991  0.021015  0.387386  0.003505
     901  0.063837  0.481349  0.038791
     911  0.064050  0.481898  0.038803
     921  0.064058  0.482497  0.038780
     931  0.064141  0.483215  0.038718
     941  0.064384  0.484083  0.038633
     951  0.064829  0.484990  0.038559
     961  0.065235  0.486013  0.038480
     971  0.065541  0.487108  0.038394
     981  0.065802  0.488204  0.038307
     991  0.065862  0.489312  0.038202
    2701  0.316121  0.666279  0.002734
    2711  0.316136  0.666279  0.002735
    2721  0.316126  0.666279  0.002737
    2731  0.316129  0.666278  0.002738
    2741  0.316132  0.666278  0.002739
    2751  0.316120  0.666278  0.002740
    2761  0.316120  0.666278  0.002742
    2771  0.316121  0.666278  0.002743
    2781  0.316157  0.666277  0.002744
    2791  0.316183  0.666277  0.002746
    2801  0.316210  0.666277  0.002748
    2811  0.316228  0.666277  0.002749
    2821  0.316227  0.666276  0.002751
    2831  0.316234  0.666276  0.002752
    2841  0.316241  0.666276  0.002752
    2851  0.316230  0.666276  0.002753
    2861  0.316221  0.666276  0.002753
    2871  0.316224  0.666276  0.002753
    2881  0.316228  0.666276  0.002753
    2891  0.316229  0.666276  0.002753
    2901  0.316252  0.666276  0.002753
    2911  0.316267  0.666276  0.002752
    2921  0.316270  0.666276  0.002752
    2931  0.316258  0.666276  0.002752
    2941  0.316240  0.666276  0.002752
    2951  0.316222  0.666276  0.002753
    2961  0.316217  0.666276  0.002755
    2971  0.316197  0.666276  0.002756
    2981  0.316208  0.666275  0.002758
    2991  0.316201  0.666275  0.002760
