#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.020990  0.461415  0.003156
     911  0.020941  0.461665  0.003142
     921  0.021029  0.461500  0.003135
     931  0.021018  0.461456  0.003128
     941  0.021052  0.461603  0.003119
     951  0.020969  0.461701  0.003110
     961  0.020913  0.461796  0.003101
     971  0.020894  0.461955  0.003090
     981  0.021185  0.461275  0.003088
     991  0.021291  0.460892  0.003085
     901  0.059675  0.505902  0.029966
     911  0.059345  0.505313  0.029916
     921  0.059055  0.504718  0.029858
     931  0.058684  0.504055  0.029794
     941  0.058263  0.503295  0.029734
     951  0.058105  0.502625  0.029660
     961  0.058002  0.502067  0.029573
     971  0.057949  0.501587  0.029484
     981  0.058079  0.501150  0.029420
     991  0.058068  0.500722  0.029369
    2701  0.030255  0.475511  0.007376
    2711  0.030290  0.475327  0.007383
    2721  0.030243  0.475146  0.007390
    2731  0.030162  0.474945  0.007396
    2741  0.030110  0.474741  0.007401
    2751  0.030123  0.474555  0.007406
    2761  0.030156  0.474410  0.007409
    2771  0.030123  0.474250  0.007413
    2781  0.030099  0.474096  0.007417
    2791  0.030091  0.473951  0.007420
    2801  0.030038  0.473798  0.007423
    2811  0.029994  0.473645  0.007426
    2821  0.030028  0.473508  0.007429
    2831  0.030033  0.473394  0.007430
    2841  0.030032  0.473293  0.007431
    2851  0.030003  0.473194  0.007433
    2861  0.030081  0.473111  0.007434
    2871  0.030062  0.473031  0.007435
    2881  0.030018  0.472947  0.007436
    2891  0.029962  0.472854  0.007438
    2901  0.029988  0.472766  0.007439
    2911  0.029927  0.472666  0.007440
    2921  0.029949  0.472579  0.007442
    2931  0.029997  0.472511  0.007443
    2941  0.030002  0.472444  0.007443
    2951  0.029979  0.472379  0.007444
    2961  0.029974  0.472321  0.007444
    2971  0.029972  0.472270  0.007445
    2981  0.029946  0.472216  0.007445
    2991  0.029988  0.472159  0.007446
