#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021978  0.415511  0.003401
     911  0.022255  0.416416  0.003405
     921  0.022335  0.417173  0.003409
     931  0.022429  0.418096  0.003412
     941  0.022369  0.418962  0.003412
     951  0.022298  0.419708  0.003412
     961  0.022405  0.420649  0.003410
     971  0.022381  0.421511  0.003408
     981  0.022409  0.422438  0.003404
     991  0.022480  0.423456  0.003400
     901  0.065955  0.536385  0.028081
     911  0.066024  0.535245  0.028395
     921  0.065706  0.534151  0.028678
     931  0.065491  0.533105  0.028930
     941  0.065445  0.532118  0.029151
     951  0.065337  0.531232  0.029342
     961  0.065272  0.530466  0.029502
     971  0.065259  0.529852  0.029621
     981  0.065214  0.529333  0.029716
     991  0.065152  0.528879  0.029799
    2701  0.406891  0.666634  0.001058
    2711  0.406899  0.666634  0.001058
    2721  0.406905  0.666634  0.001057
    2731  0.406903  0.666634  0.001056
    2741  0.406903  0.666634  0.001055
    2751  0.406906  0.666635  0.001054
    2761  0.406908  0.666635  0.001053
    2771  0.406907  0.666635  0.001052
    2781  0.406910  0.666635  0.001051
    2791  0.406914  0.666635  0.001049
    2801  0.406921  0.666635  0.001048
    2811  0.406925  0.666635  0.001047
    2821  0.406930  0.666635  0.001046
    2831  0.406930  0.666635  0.001044
    2841  0.406926  0.666635  0.001043
    2851  0.406914  0.666635  0.001042
    2861  0.406907  0.666635  0.001041
    2871  0.406901  0.666635  0.001040
    2881  0.406900  0.666635  0.001039
    2891  0.406894  0.666635  0.001039
    2901  0.406893  0.666635  0.001038
    2911  0.406891  0.666635  0.001037
    2921  0.406891  0.666635  0.001036
    2931  0.406880  0.666635  0.001036
    2941  0.406871  0.666635  0.001035
    2951  0.406864  0.666635  0.001035
    2961  0.406858  0.666635  0.001034
    2971  0.406853  0.666635  0.001034
    2981  0.406849  0.666635  0.001033
    2991  0.406848  0.666635  0.001032
