#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021277  0.369364  0.003968
     911  0.021217  0.369186  0.003967
     921  0.021065  0.368805  0.003963
     931  0.021132  0.368853  0.003956
     941  0.021369  0.369216  0.003952
     951  0.021184  0.369261  0.003948
     961  0.021178  0.369458  0.003941
     971  0.021222  0.369719  0.003936
     981  0.021317  0.370231  0.003930
     991  0.021271  0.370738  0.003923
     901  0.058893  0.482297  0.036045
     911  0.058777  0.481998  0.035962
     921  0.058679  0.481684  0.035887
     931  0.058466  0.481373  0.035800
     941  0.058401  0.481186  0.035685
     951  0.058184  0.480981  0.035568
     961  0.057963  0.480761  0.035442
     971  0.058014  0.480683  0.035303
     981  0.058221  0.480798  0.035158
     991  0.058465  0.481005  0.035022
    2701  0.336895  0.666338  0.003019
    2711  0.336890  0.666338  0.003021
    2721  0.336884  0.666338  0.003022
    2731  0.336871  0.666338  0.003023
    2741  0.336876  0.666338  0.003024
    2751  0.336868  0.666338  0.003025
    2761  0.336845  0.666338  0.003025
    2771  0.336812  0.666337  0.003026
    2781  0.336785  0.666337  0.003027
    2791  0.336761  0.666337  0.003027
    2801  0.336727  0.666337  0.003028
    2811  0.336710  0.666337  0.003028
    2821  0.336692  0.666337  0.003029
    2831  0.336660  0.666337  0.003031
    2841  0.336637  0.666337  0.003033
    2851  0.336635  0.666336  0.003034
    2861  0.336626  0.666336  0.003035
    2871  0.336623  0.666336  0.003036
    2881  0.336636  0.666336  0.003037
    2891  0.336642  0.666336  0.003037
    2901  0.336640  0.666336  0.003038
    2911  0.336628  0.666336  0.003038
    2921  0.336626  0.666336  0.003039
    2931  0.336607  0.666336  0.003040
    2941  0.336598  0.666336  0.003040
    2951  0.336580  0.666336  0.003041
    2961  0.336560  0.666336  0.003041
    2971  0.336563  0.666336  0.003041
    2981  0.336557  0.666336  0.003041
    2991  0.336566  0.666336  0.003041
