#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.020762  0.394219  0.003395
     911  0.020743  0.394758  0.003385
     921  0.020587  0.395007  0.003377
     931  0.020469  0.395104  0.003370
     941  0.020481  0.395395  0.003361
     951  0.020501  0.394813  0.003359
     961  0.020450  0.394326  0.003354
     971  0.020437  0.394008  0.003347
     981  0.020370  0.393712  0.003343
     991  0.020363  0.393501  0.003338
     901  0.065592  0.523283  0.029041
     911  0.065320  0.522332  0.029382
     921  0.064948  0.521315  0.029742
     931  0.064774  0.520315  0.030090
     941  0.064512  0.519345  0.030427
     951  0.064394  0.518485  0.030713
     961  0.064423  0.517751  0.030961
     971  0.064421  0.517044  0.031186
     981  0.064722  0.516332  0.031415
     991  0.065133  0.515582  0.031662
    2701  0.116317  0.585408  0.065225
    2711  0.116217  0.585339  0.065132
    2721  0.116170  0.585280  0.065035
    2731  0.116169  0.585233  0.064934
    2741  0.116129  0.585192  0.064831
    2751  0.116099  0.585152  0.064733
    2761  0.116111  0.585112  0.064641
    2771  0.116175  0.585076  0.064551
    2781  0.116153  0.585039  0.064465
    2791  0.116162  0.585003  0.064381
    2801  0.116216  0.584971  0.064299
    2811  0.116275  0.584944  0.064219
    2821  0.116333  0.584919  0.064145
    2831  0.116407  0.584891  0.064077
    2841  0.116453  0.584856  0.064022
    2851  0.116586  0.584807  0.063982
    2861  0.116623  0.584756  0.063948
    2871  0.116674  0.584706  0.063916
    2881  0.116722  0.584662  0.063883
    2891  0.116670  0.584613  0.063853
    2901  0.116648  0.584552  0.063830
    2911  0.116618  0.584482  0.063812
    2921  0.116630  0.584411  0.063794
    2931  0.116538  0.584338  0.063778
    2941  0.116487  0.584265  0.063763
    2951  0.116372  0.584191  0.063748
    2961  0.116261  0.584117  0.063732
    2971  0.116270  0.584048  0.063715
    2981  0.116245  0.583985  0.063694
    2991  0.116215  0.583928  0.063669
