#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.019989  0.414399  0.002977
     911  0.020552  0.413590  0.002994
     921  0.020525  0.412992  0.003007
     931  0.020675  0.412874  0.003017
     941  0.021034  0.412290  0.003038
     951  0.020963  0.411731  0.003055
     961  0.020899  0.411234  0.003069
     971  0.020730  0.410563  0.003082
     981  0.020850  0.409929  0.003095
     991  0.021054  0.409576  0.003109
     901  0.072689  0.510854  0.042867
     911  0.072609  0.511652  0.042899
     921  0.072639  0.512441  0.042902
     931  0.072814  0.513259  0.042883
     941  0.072912  0.514089  0.042842
     951  0.072882  0.514871  0.042785
     961  0.073025  0.515633  0.042729
     971  0.073198  0.516394  0.042669
     981  0.073446  0.517186  0.042603
     991  0.073420  0.517949  0.042524
    2701  0.036027  0.428729  0.012514
    2711  0.036128  0.429012  0.012500
    2721  0.036226  0.429325  0.012487
    2731  0.036331  0.429665  0.012475
    2741  0.036405  0.429950  0.012466
    2751  0.036427  0.430246  0.012457
    2761  0.036432  0.430552  0.012446
    2771  0.036445  0.430864  0.012435
    2781  0.036358  0.431145  0.012424
    2791  0.036256  0.431388  0.012414
    2801  0.036213  0.431621  0.012404
    2811  0.036273  0.431804  0.012396
    2821  0.036279  0.431925  0.012391
    2831  0.036303  0.432056  0.012385
    2841  0.036315  0.432148  0.012383
    2851  0.036345  0.432242  0.012380
    2861  0.036395  0.432363  0.012377
    2871  0.036372  0.432483  0.012374
    2881  0.036310  0.432590  0.012370
    2891  0.036316  0.432706  0.012366
    2901  0.036274  0.432818  0.012362
    2911  0.036245  0.432930  0.012358
    2921  0.036204  0.433036  0.012354
    2931  0.036110  0.433120  0.012351
    2941  0.036033  0.433185  0.012347
    2951  0.035979  0.433243  0.012343
    2961  0.035983  0.433296  0.012339
    2971  0.036075  0.433366  0.012335
    2981  0.036112  0.433442  0.012332
    2991  0.036080  0.433516  0.012329
