#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022631  0.457651  0.003329
     911  0.022546  0.458198  0.003324
     921  0.022492  0.458730  0.003317
     931  0.022671  0.458680  0.003317
     941  0.022584  0.458583  0.003318
     951  0.022443  0.458375  0.003319
     961  0.022342  0.458130  0.003318
     971  0.022498  0.458026  0.003318
     981  0.022500  0.458021  0.003317
     991  0.022401  0.457972  0.003315
     901  0.069128  0.519525  0.034230
     911  0.068921  0.520274  0.034025
     921  0.068790  0.520982  0.033819
     931  0.068873  0.521628  0.033637
     941  0.068827  0.522209  0.033472
     951  0.068406  0.522621  0.033333
     961  0.067990  0.522888  0.033232
     971  0.067881  0.523114  0.033161
     981  0.067936  0.523304  0.033112
     991  0.067653  0.523401  0.033089
    2701  0.034227  0.482183  0.009317
    2711  0.034167  0.482175  0.009317
    2721  0.034123  0.482165  0.009315
    2731  0.034142  0.482176  0.009313
    2741  0.034097  0.482183  0.009310
    2751  0.034061  0.482191  0.009306
    2761  0.034076  0.482208  0.009302
    2771  0.034136  0.482223  0.009300
    2781  0.034270  0.482191  0.009301
    2791  0.034208  0.482148  0.009302
    2801  0.034218  0.482117  0.009301
    2811  0.034153  0.482075  0.009301
    2821  0.034079  0.482019  0.009302
    2831  0.034093  0.481980  0.009301
    2841  0.034081  0.481949  0.009301
    2851  0.034060  0.481919  0.009300
    2861  0.034013  0.481885  0.009299
    2871  0.033966  0.481842  0.009298
    2881  0.033979  0.481794  0.009298
    2891  0.033984  0.481749  0.009298
    2901  0.034042  0.481721  0.009299
    2911  0.034077  0.481712  0.009298
    2921  0.034178  0.481718  0.009298
    2931  0.034190  0.481735  0.009298
    2941  0.034201  0.481763  0.009297
    2951  0.034221  0.481804  0.009297
    2961  0.034216  0.481848  0.009295
    2971  0.034180  0.481890  0.009293
    2981  0.034177  0.481939  0.009291
    2991  0.034204  0.481996  0.009288
