#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022657  0.429508  0.003915
     911  0.022736  0.429770  0.003921
     921  0.022766  0.430208  0.003924
     931  0.023071  0.430449  0.003935
     941  0.023124  0.430682  0.003944
     951  0.023088  0.430855  0.003954
     961  0.023120  0.431112  0.003961
     971  0.023120  0.431455  0.003965
     981  0.023069  0.431777  0.003968
     991  0.023137  0.432213  0.003971
     901  0.059727  0.520120  0.026150
     911  0.059289  0.518252  0.026327
     921  0.058837  0.516390  0.026478
     931  0.058550  0.514647  0.026604
     941  0.058329  0.513053  0.026706
     951  0.058212  0.511627  0.026788
     961  0.057941  0.510253  0.026876
     971  0.057713  0.508940  0.026962
     981  0.057362  0.507639  0.027041
     991  0.056977  0.506318  0.027114
    2701  0.382602  0.666547  0.002258
    2711  0.382615  0.666547  0.002256
    2721  0.382626  0.666547  0.002253
    2731  0.382644  0.666547  0.002251
    2741  0.382654  0.666547  0.002248
    2751  0.382663  0.666547  0.002246
    2761  0.382676  0.666547  0.002243
    2771  0.382691  0.666548  0.002240
    2781  0.382706  0.666548  0.002238
    2791  0.382720  0.666548  0.002235
    2801  0.382733  0.666548  0.002232
    2811  0.382747  0.666548  0.002229
    2821  0.382763  0.666548  0.002226
    2831  0.382776  0.666548  0.002223
    2841  0.382792  0.666549  0.002220
    2851  0.382807  0.666549  0.002217
    2861  0.382812  0.666549  0.002213
    2871  0.382819  0.666549  0.002210
    2881  0.382822  0.666549  0.002207
    2891  0.382823  0.666550  0.002203
    2901  0.382829  0.666550  0.002200
    2911  0.382834  0.666550  0.002197
    2921  0.382825  0.666550  0.002193
    2931  0.382825  0.666550  0.002190
    2941  0.382825  0.666550  0.002186
    2951  0.382832  0.666551  0.002183
    2961  0.382840  0.666551  0.002180
    2971  0.382851  0.666551  0.002177
    2981  0.382863  0.666551  0.002174
    2991  0.382874  0.666551  0.002171
