#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021752  0.362588  0.003681
     911  0.021766  0.363032  0.003676
     921  0.021686  0.363437  0.003669
     931  0.022112  0.363414  0.003678
     941  0.022094  0.363556  0.003684
     951  0.022206  0.363966  0.003689
     961  0.022209  0.364494  0.003692
     971  0.022040  0.364808  0.003695
     981  0.022182  0.365225  0.003700
     991  0.022184  0.365680  0.003705
     901  0.067940  0.521668  0.039712
     911  0.067768  0.520899  0.039706
     921  0.067478  0.520162  0.039679
     931  0.067285  0.519510  0.039623
     941  0.066955  0.518846  0.039559
     951  0.066691  0.518203  0.039485
     961  0.066124  0.517422  0.039433
     971  0.065572  0.516523  0.039399
     981  0.065035  0.515521  0.039380
     991  0.064298  0.514325  0.039397
    2701  0.058183  0.486484  0.029597
    2711  0.058322  0.486200  0.029654
    2721  0.058432  0.485936  0.029709
    2731  0.058488  0.485685  0.029763
    2741  0.058544  0.485443  0.029816
    2751  0.058565  0.485196  0.029868
    2761  0.058614  0.484960  0.029919
    2771  0.058628  0.484744  0.029965
    2781  0.058666  0.484551  0.030010
    2791  0.058656  0.484371  0.030051
    2801  0.058621  0.484200  0.030089
    2811  0.058533  0.484028  0.030123
    2821  0.058451  0.483855  0.030155
    2831  0.058317  0.483671  0.030187
    2841  0.058249  0.483493  0.030216
    2851  0.058141  0.483308  0.030241
    2861  0.058011  0.483116  0.030267
    2871  0.057919  0.482924  0.030291
    2881  0.057862  0.482739  0.030313
    2891  0.057893  0.482576  0.030333
    2901  0.057852  0.482414  0.030353
    2911  0.057867  0.482257  0.030373
    2921  0.057917  0.482103  0.030396
    2931  0.057893  0.481946  0.030419
    2941  0.057867  0.481798  0.030441
    2951  0.057881  0.481664  0.030461
    2961  0.057875  0.481540  0.030479
    2971  0.057825  0.481420  0.030494
    2981  0.057785  0.481299  0.030509
    2991  0.057807  0.481187  0.030524
