#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022413  0.489612  0.003007
     911  0.022269  0.489928  0.003008
     921  0.022249  0.490245  0.003008
     931  0.022123  0.490422  0.003008
     941  0.022198  0.490536  0.003008
     951  0.022710  0.489182  0.003028
     961  0.022710  0.488067  0.003043
     971  0.022729  0.487097  0.003057
     981  0.022847  0.486256  0.003071
     991  0.022738  0.485414  0.003082
     901  0.065061  0.518873  0.032154
     911  0.065388  0.519122  0.032220
     921  0.065793  0.519338  0.032305
     931  0.066191  0.519464  0.032421
     941  0.066409  0.519731  0.032507
     951  0.066555  0.520095  0.032561
     961  0.066566  0.520501  0.032597
     971  0.066570  0.520906  0.032631
     981  0.066634  0.521305  0.032665
     991  0.066718  0.521715  0.032692
    2701  0.428776  0.666663  0.000271
    2711  0.428772  0.666663  0.000271
    2721  0.428768  0.666663  0.000272
    2731  0.428767  0.666663  0.000272
    2741  0.428767  0.666663  0.000273
    2751  0.428765  0.666663  0.000274
    2761  0.428763  0.666663  0.000274
    2771  0.428758  0.666663  0.000275
    2781  0.428757  0.666663  0.000275
    2791  0.428759  0.666663  0.000276
    2801  0.428760  0.666663  0.000277
    2811  0.428757  0.666663  0.000278
    2821  0.428753  0.666663  0.000278
    2831  0.428753  0.666663  0.000279
    2841  0.428753  0.666663  0.000280
    2851  0.428753  0.666663  0.000281
    2861  0.428755  0.666663  0.000282
    2871  0.428758  0.666663  0.000283
    2881  0.428760  0.666663  0.000284
    2891  0.428762  0.666663  0.000284
    2901  0.428763  0.666663  0.000285
    2911  0.428765  0.666663  0.000286
    2921  0.428767  0.666663  0.000286
    2931  0.428769  0.666663  0.000287
    2941  0.428774  0.666663  0.000288
    2951  0.428778  0.666663  0.000288
    2961  0.428781  0.666663  0.000289
    2971  0.428783  0.666663  0.000290
    2981  0.428783  0.666663  0.000290
    2991  0.428783  0.666663  0.000291
