#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.020350  0.369071  0.003577
     911  0.020533  0.370866  0.003580
     921  0.020407  0.372297  0.003580
     931  0.020713  0.372882  0.003589
     941  0.020615  0.373315  0.003596
     951  0.020829  0.373918  0.003605
     961  0.020646  0.374225  0.003614
     971  0.020567  0.374467  0.003619
     981  0.020478  0.374642  0.003624
     991  0.020347  0.374652  0.003628
     901  0.064369  0.563601  0.020862
     911  0.063896  0.562965  0.020971
     921  0.063586  0.562308  0.021070
     931  0.063485  0.561687  0.021167
     941  0.063581  0.561123  0.021268
     951  0.063637  0.560611  0.021374
     961  0.063669  0.560194  0.021463
     971  0.063496  0.559802  0.021541
     981  0.063078  0.559332  0.021620
     991  0.062647  0.558782  0.021698
    2701  0.032959  0.402620  0.010224
    2711  0.033035  0.402860  0.010229
    2721  0.033096  0.403113  0.010235
    2731  0.033112  0.403386  0.010240
    2741  0.033104  0.403663  0.010245
    2751  0.033168  0.403955  0.010249
    2761  0.033198  0.404262  0.010253
    2771  0.033227  0.404563  0.010257
    2781  0.033266  0.404871  0.010262
    2791  0.033395  0.405201  0.010268
    2801  0.033556  0.405529  0.010276
    2811  0.033664  0.405877  0.010285
    2821  0.033688  0.406238  0.010292
    2831  0.033660  0.406590  0.010298
    2841  0.033621  0.406929  0.010303
    2851  0.033566  0.407248  0.010308
    2861  0.033516  0.407547  0.010313
    2871  0.033511  0.407849  0.010316
    2881  0.033487  0.408147  0.010319
    2891  0.033466  0.408443  0.010321
    2901  0.033491  0.408734  0.010324
    2911  0.033596  0.409001  0.010327
    2921  0.033565  0.409263  0.010330
    2931  0.033576  0.409519  0.010334
    2941  0.033545  0.409767  0.010338
    2951  0.033588  0.410031  0.010341
    2961  0.033637  0.410295  0.010344
    2971  0.033601  0.410545  0.010348
    2981  0.033565  0.410765  0.010353
    2991  0.033543  0.410981  0.010357
