#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022969  0.421774  0.003809
     911  0.022923  0.422328  0.003807
     921  0.022859  0.422858  0.003801
     931  0.022820  0.423427  0.003791
     941  0.022879  0.424049  0.003783
     951  0.022948  0.424739  0.003775
     961  0.022844  0.425289  0.003768
     971  0.022891  0.425830  0.003762
     981  0.022839  0.426352  0.003754
     991  0.022973  0.427003  0.003747
     901  0.062634  0.433198  0.041637
     911  0.062506  0.433152  0.041840
     921  0.062368  0.433172  0.041976
     931  0.062440  0.433400  0.042056
     941  0.062267  0.433585  0.042107
     951  0.061940  0.433659  0.042129
     961  0.061716  0.433692  0.042132
     971  0.061532  0.433732  0.042116
     981  0.061186  0.433664  0.042087
     991  0.060888  0.433522  0.042071
    2701  0.021037  0.450475  0.002900
    2711  0.021020  0.450498  0.002901
    2721  0.021064  0.450565  0.002901
    2731  0.021037  0.450623  0.002901
    2741  0.021042  0.450692  0.002901
    2751  0.021006  0.450748  0.002901
    2761  0.021061  0.450853  0.002901
    2771  0.021120  0.450943  0.002901
    2781  0.021139  0.451035  0.002902
    2791  0.021160  0.451131  0.002902
    2801  0.021127  0.451217  0.002902
    2811  0.021139  0.451325  0.002902
    2821  0.021136  0.451443  0.002902
    2831  0.021078  0.451533  0.002902
    2841  0.021079  0.451636  0.002901
    2851  0.021044  0.451726  0.002900
    2861  0.021070  0.451836  0.002900
    2871  0.021039  0.451936  0.002899
    2881  0.021048  0.452051  0.002898
    2891  0.021127  0.452133  0.002898
    2901  0.021118  0.452219  0.002898
    2911  0.021106  0.452305  0.002897
    2921  0.021097  0.452384  0.002897
    2931  0.021134  0.452461  0.002897
    2941  0.021217  0.452537  0.002897
    2951  0.021285  0.452627  0.002898
    2961  0.021245  0.452703  0.002898
    2971  0.021178  0.452751  0.002899
    2981  0.021157  0.452797  0.002899
    2991  0.021147  0.452847  0.002899
