#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022326  0.471788  0.003192
     911  0.022291  0.472130  0.003190
     921  0.022243  0.472299  0.003188
     931  0.022180  0.472458  0.003186
     941  0.022139  0.472628  0.003182
     951  0.022412  0.472158  0.003190
     961  0.022302  0.471659  0.003195
     971  0.022177  0.471103  0.003199
     981  0.022258  0.470795  0.003201
     991  0.022124  0.470407  0.003203
     901  0.060911  0.556150  0.022439
     911  0.060640  0.555521  0.022447
     921  0.060344  0.554812  0.022486
     931  0.060019  0.554077  0.022524
     941  0.059480  0.553202  0.022600
     951  0.059081  0.552283  0.022681
     961  0.058807  0.551399  0.022756
     971  0.058303  0.550410  0.022844
     981  0.057864  0.549355  0.022930
     991  0.057662  0.548338  0.023020
    2701  0.023252  0.432749  0.004155
    2711  0.023227  0.432842  0.004156
    2721  0.023224  0.432951  0.004157
    2731  0.023297  0.433038  0.004159
    2741  0.023210  0.433076  0.004161
    2751  0.023186  0.433108  0.004163
    2761  0.023212  0.433156  0.004164
    2771  0.023182  0.433182  0.004166
    2781  0.023142  0.433198  0.004167
    2791  0.023217  0.433221  0.004169
    2801  0.023272  0.433241  0.004172
    2811  0.023323  0.433292  0.004174
    2821  0.023381  0.433329  0.004177
    2831  0.023379  0.433371  0.004179
    2841  0.023344  0.433406  0.004181
    2851  0.023313  0.433435  0.004183
    2861  0.023281  0.433455  0.004185
    2871  0.023274  0.433457  0.004187
    2881  0.023275  0.433446  0.004190
    2891  0.023325  0.433337  0.004194
    2901  0.023268  0.433213  0.004197
    2911  0.023287  0.433118  0.004200
    2921  0.023294  0.433041  0.004203
    2931  0.023286  0.432959  0.004206
    2941  0.023281  0.432875  0.004209
    2951  0.023305  0.432802  0.004211
    2961  0.023328  0.432740  0.004214
    2971  0.023330  0.432691  0.004216
    2981  0.023389  0.432645  0.004219
    2991  0.023329  0.432580  0.004221
