#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021265  0.440328  0.003100
     911  0.021526  0.439581  0.003112
     921  0.021475  0.438943  0.003120
     931  0.021506  0.438532  0.003126
     941  0.021622  0.438389  0.003131
     951  0.021512  0.438000  0.003138
     961  0.021583  0.437648  0.003146
     971  0.021556  0.437399  0.003152
     981  0.021395  0.436993  0.003156
     991  0.021522  0.436560  0.003163
     901  0.056860  0.463803  0.026821
     911  0.056896  0.461087  0.027097
     921  0.057168  0.459055  0.027321
     931  0.057339  0.457554  0.027493
     941  0.057530  0.456485  0.027629
     951  0.057578  0.455693  0.027734
     961  0.057497  0.455041  0.027814
     971  0.057516  0.454540  0.027877
     981  0.057686  0.454130  0.027939
     991  0.057943  0.453890  0.028000
    2701  0.031383  0.445917  0.007900
    2711  0.031388  0.446043  0.007897
    2721  0.031361  0.446168  0.007894
    2731  0.031349  0.446299  0.007890
    2741  0.031325  0.446429  0.007886
    2751  0.031322  0.446568  0.007881
    2761  0.031293  0.446692  0.007878
    2771  0.031332  0.446756  0.007878
    2781  0.031337  0.446816  0.007878
    2791  0.031359  0.446877  0.007879
    2801  0.031326  0.446932  0.007880
    2811  0.031304  0.446937  0.007883
    2821  0.031244  0.446931  0.007886
    2831  0.031239  0.446920  0.007889
    2841  0.031254  0.446904  0.007893
    2851  0.031279  0.446861  0.007898
    2861  0.031278  0.446833  0.007903
    2871  0.031301  0.446826  0.007907
    2881  0.031224  0.446804  0.007911
    2891  0.031205  0.446790  0.007915
    2901  0.031214  0.446792  0.007918
    2911  0.031301  0.446803  0.007922
    2921  0.031274  0.446811  0.007925
    2931  0.031313  0.446844  0.007929
    2941  0.031265  0.446870  0.007931
    2951  0.031299  0.446890  0.007935
    2961  0.031281  0.446915  0.007938
    2971  0.031214  0.446926  0.007941
    2981  0.031200  0.446918  0.007944
    2991  0.031166  0.446905  0.007947
