#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021343  0.450749  0.003420
     911  0.021249  0.450699  0.003418
     921  0.021206  0.450712  0.003414
     931  0.021094  0.450624  0.003409
     941  0.021103  0.450661  0.003403
     951  0.021009  0.450645  0.003397
     961  0.021275  0.450696  0.003395
     971  0.021199  0.450710  0.003392
     981  0.021173  0.450777  0.003387
     991  0.021149  0.450734  0.003384
     901  0.066087  0.527665  0.033220
     911  0.065756  0.526503  0.033302
     921  0.065672  0.525357  0.033393
     931  0.065701  0.524352  0.033482
     941  0.065412  0.523390  0.033550
     951  0.064944  0.522377  0.033618
     961  0.064806  0.521452  0.033675
     971  0.064755  0.520618  0.033722
     981  0.064732  0.519920  0.033742
     991  0.064732  0.519246  0.033764
    2701  0.027182  0.448425  0.006386
    2711  0.027193  0.448543  0.006382
    2721  0.027187  0.448666  0.006377
    2731  0.027231  0.448818  0.006373
    2741  0.027292  0.449008  0.006368
    2751  0.027299  0.449203  0.006363
    2761  0.027341  0.449425  0.006358
    2771  0.027369  0.449658  0.006353
    2781  0.027377  0.449890  0.006348
    2791  0.027382  0.450133  0.006343
    2801  0.027328  0.450355  0.006338
    2811  0.027286  0.450559  0.006334
    2821  0.027285  0.450761  0.006329
    2831  0.027228  0.450937  0.006326
    2841  0.027159  0.451086  0.006322
    2851  0.027132  0.451223  0.006319
    2861  0.027104  0.451345  0.006316
    2871  0.027139  0.451477  0.006313
    2881  0.027098  0.451597  0.006310
    2891  0.027049  0.451703  0.006306
    2901  0.027083  0.451832  0.006303
    2911  0.027093  0.451960  0.006299
    2921  0.027106  0.452093  0.006295
    2931  0.027093  0.452227  0.006292
    2941  0.027077  0.452363  0.006287
    2951  0.027015  0.452480  0.006284
    2961  0.027020  0.452597  0.006281
    2971  0.027104  0.452622  0.006279
    2981  0.027126  0.452660  0.006276
    2991  0.027092  0.452693  0.006274
