#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021923  0.467156  0.003009
     911  0.021866  0.467153  0.003003
     921  0.022000  0.467015  0.003002
     931  0.022089  0.467082  0.003001
     941  0.021975  0.467061  0.002998
     951  0.022284  0.466543  0.003005
     961  0.022248  0.466124  0.003010
     971  0.022199  0.465782  0.003011
     981  0.022353  0.465524  0.003015
     991  0.022297  0.465299  0.003018
     901  0.072289  0.517408  0.041989
     911  0.072294  0.517010  0.042033
     921  0.072216  0.516544  0.042100
     931  0.072203  0.516002  0.042194
     941  0.072312  0.515444  0.042297
     951  0.072754  0.514599  0.042455
     961  0.072745  0.513737  0.042610
     971  0.072757  0.512938  0.042756
     981  0.072807  0.512117  0.042918
     991  0.072830  0.511314  0.043086
    2701  0.280614  0.665868  0.003809
    2711  0.280632  0.665868  0.003810
    2721  0.280624  0.665868  0.003810
    2731  0.280686  0.665867  0.003813
    2741  0.280710  0.665867  0.003816
    2751  0.280733  0.665866  0.003819
    2761  0.280799  0.665865  0.003824
    2771  0.280821  0.665864  0.003829
    2781  0.280838  0.665863  0.003834
    2791  0.280872  0.665862  0.003840
    2801  0.280909  0.665861  0.003847
    2811  0.280945  0.665859  0.003854
    2821  0.280960  0.665857  0.003862
    2831  0.280953  0.665856  0.003869
    2841  0.280958  0.665854  0.003877
    2851  0.280942  0.665853  0.003886
    2861  0.280934  0.665851  0.003895
    2871  0.280871  0.665849  0.003905
    2881  0.280829  0.665847  0.003915
    2891  0.280803  0.665845  0.003925
    2901  0.280801  0.665842  0.003936
    2911  0.280799  0.665840  0.003945
    2921  0.280810  0.665839  0.003955
    2931  0.280818  0.665837  0.003964
    2941  0.280791  0.665835  0.003974
    2951  0.280783  0.665833  0.003982
    2961  0.280797  0.665831  0.003991
    2971  0.280834  0.665830  0.003999
    2981  0.280869  0.665828  0.004007
    2991  0.280909  0.665826  0.004016
