#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022024  0.420444  0.003725
     911  0.022057  0.421633  0.003720
     921  0.022155  0.423023  0.003713
     931  0.022140  0.424391  0.003704
     941  0.022032  0.425548  0.003694
     951  0.022124  0.426640  0.003687
     961  0.022155  0.427677  0.003680
     971  0.022357  0.428759  0.003675
     981  0.022429  0.429953  0.003669
     991  0.022339  0.431007  0.003662
     901  0.065058  0.488796  0.037356
     911  0.065164  0.489243  0.037153
     921  0.065281  0.489808  0.036947
     931  0.065315  0.490417  0.036749
     941  0.065284  0.491043  0.036549
     951  0.065239  0.491592  0.036372
     961  0.065108  0.492123  0.036193
     971  0.065022  0.492658  0.036010
     981  0.065130  0.493249  0.035834
     991  0.065321  0.493793  0.035678
    2701  0.021122  0.421144  0.003455
    2711  0.021068  0.421115  0.003453
    2721  0.021079  0.421120  0.003450
    2731  0.021074  0.421143  0.003448
    2741  0.021152  0.421194  0.003445
    2751  0.021130  0.421247  0.003442
    2761  0.021129  0.421317  0.003439
    2771  0.021193  0.421388  0.003437
    2781  0.021206  0.421488  0.003434
    2791  0.021327  0.421573  0.003433
    2801  0.021383  0.421680  0.003432
    2811  0.021385  0.421793  0.003430
    2821  0.021390  0.421903  0.003429
    2831  0.021425  0.422022  0.003428
    2841  0.021531  0.422078  0.003428
    2851  0.021507  0.422132  0.003428
    2861  0.021584  0.422217  0.003429
    2871  0.021610  0.422307  0.003429
    2881  0.021644  0.422414  0.003430
    2891  0.021650  0.422537  0.003430
    2901  0.021606  0.422641  0.003430
    2911  0.021662  0.422749  0.003430
    2921  0.021637  0.422852  0.003430
    2931  0.021678  0.422955  0.003430
    2941  0.021680  0.423068  0.003430
    2951  0.021663  0.423173  0.003430
    2961  0.021662  0.423274  0.003430
    2971  0.021699  0.423363  0.003430
    2981  0.021711  0.423467  0.003430
    2991  0.021738  0.423591  0.003429
