#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022697  0.433937  0.003673
     911  0.022520  0.433999  0.003674
     921  0.022542  0.433796  0.003679
     931  0.022440  0.433553  0.003681
     941  0.022387  0.433270  0.003683
     951  0.022219  0.432812  0.003685
     961  0.022199  0.432447  0.003686
     971  0.022271  0.432211  0.003686
     981  0.022472  0.432004  0.003690
     991  0.022474  0.431809  0.003693
     901  0.062479  0.540389  0.029135
     911  0.062391  0.539099  0.029226
     921  0.062283  0.537864  0.029322
     931  0.062384  0.536828  0.029400
     941  0.062413  0.535982  0.029448
     951  0.062461  0.535335  0.029464
     961  0.062494  0.534820  0.029463
     971  0.062430  0.534407  0.029441
     981  0.062416  0.534095  0.029402
     991  0.062734  0.533789  0.029380
    2701  0.357094  0.666517  0.001808
    2711  0.357068  0.666517  0.001809
    2721  0.357042  0.666517  0.001810
    2731  0.357017  0.666517  0.001813
    2741  0.357000  0.666517  0.001816
    2751  0.356987  0.666516  0.001819
    2761  0.356969  0.666516  0.001823
    2771  0.356969  0.666516  0.001826
    2781  0.356977  0.666516  0.001829
    2791  0.356979  0.666515  0.001832
    2801  0.356982  0.666515  0.001835
    2811  0.356972  0.666515  0.001838
    2821  0.356965  0.666515  0.001842
    2831  0.356971  0.666514  0.001845
    2841  0.356969  0.666514  0.001848
    2851  0.356967  0.666514  0.001851
    2861  0.356953  0.666514  0.001854
    2871  0.356938  0.666513  0.001856
    2881  0.356925  0.666513  0.001859
    2891  0.356924  0.666513  0.001861
    2901  0.356923  0.666513  0.001864
    2911  0.356917  0.666513  0.001866
    2921  0.356909  0.666512  0.001869
    2931  0.356902  0.666512  0.001872
    2941  0.356891  0.666512  0.001874
    2951  0.356877  0.666512  0.001877
    2961  0.356857  0.666511  0.001880
    2971  0.356837  0.666511  0.001882
    2981  0.356833  0.666511  0.001885
    2991  0.356835  0.666511  0.001887
