#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021384  0.474583  0.002885
     911  0.021513  0.475250  0.002881
     921  0.021566  0.476017  0.002875
     931  0.021550  0.476754  0.002868
     941  0.021417  0.477285  0.002863
     951  0.021349  0.477644  0.002859
     961  0.021417  0.478106  0.002856
     971  0.021424  0.478601  0.002851
     981  0.021535  0.479133  0.002848
     991  0.021459  0.479597  0.002843
     901  0.062168  0.486776  0.038016
     911  0.062461  0.486427  0.038014
     921  0.062709  0.486293  0.037995
     931  0.062724  0.486242  0.037965
     941  0.062653  0.486211  0.037932
     951  0.062681  0.486222  0.037892
     961  0.062662  0.486306  0.037837
     971  0.063135  0.486520  0.037792
     981  0.063506  0.486823  0.037755
     991  0.063827  0.487210  0.037720
    2701  0.387210  0.666614  0.001079
    2711  0.387221  0.666614  0.001078
    2721  0.387234  0.666614  0.001078
    2731  0.387240  0.666614  0.001078
    2741  0.387245  0.666614  0.001078
    2751  0.387228  0.666614  0.001078
    2761  0.387215  0.666614  0.001078
    2771  0.387208  0.666614  0.001079
    2781  0.387195  0.666614  0.001079
    2791  0.387171  0.666614  0.001080
    2801  0.387147  0.666614  0.001081
    2811  0.387130  0.666614  0.001083
    2821  0.387114  0.666614  0.001084
    2831  0.387101  0.666613  0.001086
    2841  0.387092  0.666613  0.001089
    2851  0.387089  0.666613  0.001091
    2861  0.387085  0.666613  0.001093
    2871  0.387076  0.666613  0.001096
    2881  0.387058  0.666613  0.001099
    2891  0.387036  0.666613  0.001103
    2901  0.387025  0.666613  0.001106
    2911  0.387011  0.666612  0.001110
    2921  0.387006  0.666612  0.001113
    2931  0.387004  0.666612  0.001117
    2941  0.387001  0.666612  0.001120
    2951  0.387000  0.666612  0.001123
    2961  0.387006  0.666612  0.001126
    2971  0.387005  0.666611  0.001129
    2981  0.386991  0.666611  0.001132
    2991  0.386977  0.666611  0.001135
