#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021465  0.467306  0.002949
     911  0.021374  0.467644  0.002943
     921  0.021488  0.467550  0.002943
     931  0.021358  0.467336  0.002941
     941  0.021328  0.467224  0.002937
     951  0.021348  0.467223  0.002933
     961  0.021223  0.467107  0.002929
     971  0.021244  0.467042  0.002924
     981  0.021299  0.466995  0.002919
     991  0.021232  0.466949  0.002914
     901  0.057064  0.478685  0.030286
     911  0.057577  0.480530  0.030276
     921  0.057658  0.482338  0.030235
     931  0.057520  0.483955  0.030184
     941  0.057377  0.485424  0.030118
     951  0.057320  0.486800  0.030039
     961  0.057586  0.488199  0.029959
     971  0.057665  0.489495  0.029886
     981  0.057812  0.490725  0.029816
     991  0.057988  0.491849  0.029759
    2701  0.021147  0.439009  0.003108
    2711  0.021176  0.439004  0.003109
    2721  0.021141  0.438990  0.003109
    2731  0.021066  0.438933  0.003109
    2741  0.021028  0.438866  0.003109
    2751  0.021125  0.438825  0.003109
    2761  0.021091  0.438778  0.003109
    2771  0.021047  0.438706  0.003110
    2781  0.021058  0.438644  0.003110
    2791  0.021082  0.438540  0.003111
    2801  0.021046  0.438431  0.003111
    2811  0.021018  0.438322  0.003111
    2821  0.021011  0.438227  0.003111
    2831  0.021048  0.438134  0.003111
    2841  0.021002  0.438024  0.003111
    2851  0.021040  0.437868  0.003112
    2861  0.021021  0.437716  0.003113
    2871  0.021060  0.437608  0.003113
    2881  0.021063  0.437513  0.003113
    2891  0.021058  0.437414  0.003113
    2901  0.020985  0.437283  0.003114
    2911  0.020990  0.437169  0.003114
    2921  0.021002  0.437070  0.003114
    2931  0.021026  0.436978  0.003114
    2941  0.021095  0.436854  0.003115
    2951  0.021143  0.436760  0.003115
    2961  0.021118  0.436661  0.003116
    2971  0.021155  0.436570  0.003117
    2981  0.021138  0.436483  0.003117
    2991  0.021147  0.436409  0.003118
