#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022053  0.445981  0.003234
     911  0.021963  0.446996  0.003234
     921  0.021793  0.447692  0.003235
     931  0.021655  0.448153  0.003239
     941  0.021584  0.448544  0.003241
     951  0.021466  0.448800  0.003244
     961  0.021476  0.449148  0.003245
     971  0.021355  0.449334  0.003246
     981  0.021403  0.449571  0.003247
     991  0.021392  0.449856  0.003246
     901  0.062250  0.471019  0.033520
     911  0.062161  0.471948  0.033444
     921  0.062281  0.472800  0.033382
     931  0.062144  0.473599  0.033311
     941  0.062073  0.474399  0.033219
     951  0.061958  0.475162  0.033115
     961  0.062346  0.475964  0.033031
     971  0.062694  0.476818  0.032956
     981  0.063151  0.477665  0.032899
     991  0.063260  0.478512  0.032840
    2701  0.262498  0.664734  0.007724
    2711  0.262557  0.664733  0.007725
    2721  0.262611  0.664732  0.007729
    2731  0.262675  0.664732  0.007732
    2741  0.262730  0.664730  0.007736
    2751  0.262772  0.664730  0.007740
    2761  0.262744  0.664729  0.007743
    2771  0.262733  0.664728  0.007745
    2781  0.262773  0.664728  0.007746
    2791  0.262823  0.664728  0.007747
    2801  0.262834  0.664728  0.007747
    2811  0.262852  0.664728  0.007746
    2821  0.262875  0.664729  0.007744
    2831  0.262890  0.664729  0.007742
    2841  0.262909  0.664730  0.007740
    2851  0.262927  0.664731  0.007737
    2861  0.262955  0.664731  0.007734
    2871  0.263021  0.664732  0.007730
    2881  0.263045  0.664733  0.007726
    2891  0.263088  0.664735  0.007723
    2901  0.263096  0.664736  0.007719
    2911  0.263069  0.664736  0.007716
    2921  0.263060  0.664737  0.007713
    2931  0.263111  0.664738  0.007710
    2941  0.263146  0.664739  0.007708
    2951  0.263144  0.664739  0.007706
    2961  0.263093  0.664740  0.007704
    2971  0.263066  0.664741  0.007702
    2981  0.263004  0.664741  0.007700
    2991  0.262926  0.664741  0.007699
