#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022248  0.458969  0.003396
     911  0.022372  0.458285  0.003404
     921  0.022365  0.457700  0.003410
     931  0.022222  0.457020  0.003414
     941  0.022224  0.456448  0.003416
     951  0.022025  0.455707  0.003419
     961  0.021983  0.455086  0.003419
     971  0.022016  0.454558  0.003419
     981  0.022208  0.454250  0.003420
     991  0.022224  0.453899  0.003424
     901  0.064448  0.510004  0.034233
     911  0.064310  0.509354  0.034254
     921  0.063850  0.508594  0.034282
     931  0.063816  0.508026  0.034271
     941  0.063722  0.507574  0.034244
     951  0.063745  0.507249  0.034202
     961  0.063532  0.506928  0.034175
     971  0.063419  0.506654  0.034136
     981  0.063119  0.506332  0.034107
     991  0.063078  0.506032  0.034088
    2701  0.083535  0.527729  0.051987
    2711  0.083672  0.527650  0.052048
    2721  0.083750  0.527580  0.052109
    2731  0.083765  0.527515  0.052173
    2741  0.083794  0.527449  0.052241
    2751  0.083755  0.527385  0.052308
    2761  0.083722  0.527321  0.052374
    2771  0.083727  0.527254  0.052444
    2781  0.083744  0.527194  0.052510
    2791  0.083673  0.527140  0.052570
    2801  0.083702  0.527097  0.052624
    2811  0.083738  0.527068  0.052673
    2821  0.083673  0.527041  0.052716
    2831  0.083591  0.527016  0.052755
    2841  0.083481  0.526983  0.052792
    2851  0.083401  0.526946  0.052827
    2861  0.083336  0.526905  0.052861
    2871  0.083283  0.526865  0.052894
    2881  0.083159  0.526819  0.052927
    2891  0.083051  0.526769  0.052962
    2901  0.082956  0.526716  0.052996
    2911  0.082886  0.526660  0.053030
    2921  0.082818  0.526599  0.053061
    2931  0.082730  0.526523  0.053095
    2941  0.082665  0.526446  0.053128
    2951  0.082588  0.526362  0.053159
    2961  0.082492  0.526275  0.053188
    2971  0.082366  0.526184  0.053216
    2981  0.082265  0.526088  0.053244
    2991  0.082258  0.525998  0.053269
