#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.023009  0.469132  0.003397
     911  0.022797  0.468764  0.003393
     921  0.022802  0.468612  0.003387
     931  0.022694  0.468400  0.003380
     941  0.022451  0.467892  0.003376
     951  0.022419  0.467484  0.003371
     961  0.022337  0.467076  0.003366
     971  0.022503  0.466696  0.003364
     981  0.022503  0.466423  0.003363
     991  0.022465  0.466156  0.003363
     901  0.058837  0.524203  0.022893
     911  0.059188  0.523728  0.022984
     921  0.059644  0.523028  0.023129
     931  0.059748  0.522259  0.023317
     941  0.059676  0.521594  0.023503
     951  0.059484  0.520946  0.023692
     961  0.059370  0.520363  0.023856
     971  0.059160  0.519815  0.023991
     981  0.058942  0.519282  0.024111
     991  0.058714  0.518748  0.024225
    2701  0.296892  0.665923  0.004240
    2711  0.296878  0.665924  0.004239
    2721  0.296883  0.665924  0.004238
    2731  0.296885  0.665924  0.004236
    2741  0.296874  0.665924  0.004235
    2751  0.296860  0.665924  0.004233
    2761  0.296865  0.665925  0.004231
    2771  0.296888  0.665925  0.004229
    2781  0.296871  0.665926  0.004227
    2791  0.296865  0.665926  0.004225
    2801  0.296862  0.665926  0.004223
    2811  0.296852  0.665927  0.004221
    2821  0.296852  0.665927  0.004219
    2831  0.296836  0.665927  0.004217
    2841  0.296819  0.665928  0.004215
    2851  0.296800  0.665928  0.004214
    2861  0.296789  0.665928  0.004212
    2871  0.296795  0.665928  0.004211
    2881  0.296765  0.665928  0.004210
    2891  0.296766  0.665929  0.004209
    2901  0.296752  0.665929  0.004208
    2911  0.296743  0.665929  0.004208
    2921  0.296735  0.665929  0.004207
    2931  0.296745  0.665929  0.004207
    2941  0.296780  0.665929  0.004206
    2951  0.296771  0.665929  0.004205
    2961  0.296754  0.665929  0.004205
    2971  0.296744  0.665929  0.004204
    2981  0.296739  0.665929  0.004203
    2991  0.296723  0.665929  0.004203
