#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.022115  0.477276  0.003106
     911  0.022151  0.476388  0.003115
     921  0.022026  0.475484  0.003122
     931  0.022039  0.474741  0.003126
     941  0.021954  0.474046  0.003128
     951  0.021825  0.473300  0.003128
     961  0.021880  0.472691  0.003128
     971  0.021891  0.471924  0.003130
     981  0.021725  0.471041  0.003133
     991  0.021760  0.470257  0.003135
     901  0.062356  0.508800  0.027967
     911  0.062494  0.509091  0.028122
     921  0.062429  0.509307  0.028262
     931  0.062191  0.509402  0.028394
     941  0.061803  0.509344  0.028525
     951  0.061515  0.509213  0.028639
     961  0.061476  0.509058  0.028743
     971  0.061526  0.508923  0.028846
     981  0.061501  0.508823  0.028928
     991  0.061317  0.508699  0.028997
    2701  0.402889  0.666630  0.001081
    2711  0.402891  0.666630  0.001079
    2721  0.402904  0.666630  0.001077
    2731  0.402926  0.666630  0.001075
    2741  0.402944  0.666630  0.001074
    2751  0.402957  0.666630  0.001072
    2761  0.402970  0.666630  0.001070
    2771  0.402980  0.666630  0.001069
    2781  0.402993  0.666630  0.001067
    2791  0.403006  0.666630  0.001066
    2801  0.403019  0.666630  0.001064
    2811  0.403035  0.666631  0.001063
    2821  0.403050  0.666631  0.001062
    2831  0.403053  0.666631  0.001061
    2841  0.403057  0.666631  0.001059
    2851  0.403065  0.666631  0.001058
    2861  0.403074  0.666631  0.001057
    2871  0.403083  0.666631  0.001056
    2881  0.403090  0.666631  0.001055
    2891  0.403095  0.666631  0.001054
    2901  0.403095  0.666631  0.001053
    2911  0.403097  0.666631  0.001052
    2921  0.403102  0.666631  0.001051
    2931  0.403102  0.666631  0.001050
    2941  0.403107  0.666631  0.001049
    2951  0.403113  0.666631  0.001048
    2961  0.403124  0.666631  0.001047
    2971  0.403137  0.666631  0.001046
    2981  0.403150  0.666631  0.001045
    2991  0.403159  0.666631  0.001044
