#  Iter.   M_avg.    U_Bind.    Susc.
     901  0.021199  0.434179  0.003142
     911  0.021347  0.435070  0.003134
     921  0.021436  0.435925  0.003127
     931  0.021345  0.436635  0.003121
     941  0.021349  0.437306  0.003118
     951  0.021370  0.437788  0.003116
     961  0.021239  0.438102  0.003114
     971  0.021163  0.438369  0.003111
     981  0.021011  0.438450  0.003107
     991  0.021057  0.438563  0.003105
     901  0.069849  0.543918  0.032381
     911  0.069549  0.543247  0.032334
     921  0.069296  0.542581  0.032296
     931  0.069163  0.541960  0.032271
     941  0.069032  0.541387  0.032252
     951  0.068878  0.540843  0.032245
     961  0.068806  0.540378  0.032229
     971  0.068549  0.539885  0.032216
     981  0.068205  0.539366  0.032197
     991  0.067996  0.538880  0.032165
    2701  0.026302  0.456772  0.005071
    2711  0.026348  0.456635  0.005076
    2721  0.026418  0.456560  0.005080
    2731  0.026416  0.456490  0.005084
    2741  0.026355  0.456398  0.005088
    2751  0.026398  0.456228  0.005093
    2761  0.026400  0.456088  0.005097
    2771  0.026444  0.455989  0.005100
    2781  0.026425  0.455886  0.005103
    2791  0.026398  0.455788  0.005106
    2801  0.026472  0.455729  0.005109
    2811  0.026452  0.455675  0.005112
    2821  0.026430  0.455627  0.005114
    2831  0.026442  0.455592  0.005116
    2841  0.026380  0.455541  0.005118
    2851  0.026368  0.455490  0.005120
    2861  0.026402  0.455445  0.005122
    2871  0.026480  0.455427  0.005124
    2881  0.026538  0.455441  0.005126
    2891  0.026612  0.455455  0.005129
    2901  0.026578  0.455466  0.005131
    2911  0.026568  0.455474  0.005133
    2921  0.026561  0.455479  0.005135
    2931  0.026564  0.455489  0.005137
    2941  0.026524  0.455493  0.005139
    2951  0.026535  0.455487  0.005141
    2961  0.026496  0.455454  0.005144
    2971  0.026460  0.455417  0.005146
    2981  0.026458  0.455392  0.005148
    2991  0.026515  0.455387  0.005149
